state;year;distid;schoolid;distname;schoolname;ncesdistid;ncesid;ncesenroll;gradespan;level;enroll_raw_AZ;enrollmetric;pp_stloc_raw_AZ;pp_fed_raw_AZ;pp_total_raw_AZ;schoolstloc_raw_AZ;schoolfed_raw_AZ;schooltot_raw_AZ;countenroll;noaudit;nositecen;adfinvars;distflex;ppperfed_raw_AZ;ppperstloc_raw_AZ;ppnonperfed_raw_AZ;ppnonperstloc_raw_AZ;pppersonnel_raw_AZ;ppnonpersonnel_raw_AZ;flag_NERDS
AZ;2018-2019;4368;5561;Lake Havasu Unified District;Havasupai Elementary School;0404280;040428000337;361; KG-06;2;361;October Count Day;8463,870035;887,7704071;9351,640442;3055457,083;320485,117;3375942,2;1;1;1;1;0;791,234556;6891,789601;96,53585111;1572,080434;7683,024157;1668,616285;0
AZ;2018-2019;4368;78979;Lake Havasu Unified District;Jamaica Elementary School;0404280;040428002182;508; KG-06;2;508;October Count Day;7457,934151;208,3823381;7666,316489;3788630,549;105858,2278;3894488,776;1;1;1;1;0;186,1663374;6131,900493;22,21600075;1326,033658;6318,06683;1348,249659;0
AZ;2018-2019;4368;5565;Lake Havasu Unified District;Lake Havasu High School;0404280;040428000433;1762; 09-12;4;1762;October Count Day;9327,33216;330,5845289;9657,916689;16434759,27;582489,94;17017249,21;1;1;1;1;0;299,3094207;6121,645565;31,27510826;3205,686595;6420,954985;3236,961704;0
AZ;2018-2019;4368;5563;Lake Havasu Unified District;Nautilus Elementary School;0404280;040428001129;420; KG-06;2;420;October Count Day;7193,757473;715,7392064;7909,496679;3021378,139;300610,4667;3321988,605;1;1;1;1;0;605,7003409;5724,843537;110,0388654;1468,913936;6330,543878;1578,952801;0
AZ;2018-2019;4368;5564;Lake Havasu Unified District;Oro Grande Classical Academy;0404280;040428001130;329; KG-06;2;329;October Count Day;8540,683917;641,3930811;9182,076998;2809885,009;211018,3237;3020903,332;1;1;1;1;0;580,3975702;6603,364508;60,99551089;1937,31941;7183,762078;1998,31492;0
AZ;2018-2019;4368;5559;Lake Havasu Unified District;Smoketree Elementary School;0404280;040428000339;580; PK-06;2;580;October Count Day;8467,837296;1469,370833;9937,208128;4911345,632;852235,0829;5763580,714;1;1;1;1;0;1379,507791;6227,291647;89,8630412;2240,545648;7606,799439;2330,408689;0
AZ;2018-2019;4368;5562;Lake Havasu Unified District;Starline Elementary School;0404280;040428000340;640; KG-06;2;640;October Count Day;7370,603673;304,6148226;7675,218496;4717186,351;194953,4865;4912139,837;1;1;1;1;0;282,3988219;5984,380662;22,21600075;1386,223011;6266,779484;1408,439012;0
AZ;2018-2019;4368;5560;Lake Havasu Unified District;Thunderbolt Middle School;0404280;040428000338;847; 07-08;3;847;October Count Day;7464,930899;532,848279;7997,779178;6322796,471;451322,4923;6774118,964;1;1;1;1;0;463,4328213;5525,78854;69,41545766;1939,142359;5989,221361;2008,557817;0
AZ;2018-2019;4276;84305;Laveen Elementary District;Cheatham Elementary School;0404290;040429002398;869; PK-08;3;869;October Count Day;7432,294296;327,1292136;7759,42351;6458663,744;284275,2866;6742939,03;1;1;1;1;0;234,4247576;5926,261471;92,70445605;1506,032826;6160,686228;1598,737282;0
AZ;2018-2019;4276;89266;Laveen Elementary District;Desert Meadows Elementary School;0404290;040429002769;822; PK-08;3;822;October Count Day;7818,439517;601,4564804;8419,895997;6426757,283;494397,2269;6921154,51;1;1;1;1;0;480,2881607;6295,936475;121,1683197;1522,503042;6776,224636;1643,671362;0
AZ;2018-2019;4276;5356;Laveen Elementary District;Laveen Elementary School;0404290;040429000341;823; PK-08;3;823;October Count Day;9460,711664;871,5263412;10332,23801;7786165,7;717266,1788;8503431,879;1;1;1;1;0;685,7745672;7987,538049;185,751774;1473,173616;8673,312616;1658,92539;0
AZ;2018-2019;4276;5357;Laveen Elementary District;Maurice C. Cash Elementary School;0404290;040429000342;933; PK-08;3;933;October Count Day;7465,228793;579,8279472;8045,05674;6965058,464;540979,4747;7506037,939;1;1;1;1;0;450,2535793;5950,756654;129,5743679;1514,472139;6401,010233;1644,046507;0
AZ;2018-2019;4276;756942;Laveen Elementary District;Paseo Pointe School;0404290;040429003530;991; PK-08;3;991;October Count Day;7391,357747;302,8920121;7694,249759;7324835,527;300165,984;7625001,511;1;1;1;1;0;225,2172874;5746,47907;77,67472468;1644,878677;5971,696357;1722,553402;0
AZ;2018-2019;4276;91310;Laveen Elementary District;Rogers Ranch School;0404290;040429003336;1091; KG-08;3;1091;October Count Day;6846,846761;330,5845256;7177,431286;7469909,816;360667,7175;7830577,533;1;1;1;1;0;216,0809502;5538,779427;114,5035754;1308,067334;5754,860377;1422,570909;0
AZ;2018-2019;4276;88421;Laveen Elementary District;Trailside Point Performing Arts Academy;0404290;040429002845;1007; KG-08;3;1007;October Count Day;7475,073227;388,0985943;7863,171821;7527398,74;390815,2844;7918214,024;1;1;1;1;0;295,534876;5995,996214;92,56371825;1479,077013;6291,53109;1571,640731;0
AZ;2018-2019;4276;5358;Laveen Elementary District;Vista del Sur Accelerated;0404290;040429001391;800; PK-08;3;800;October Count Day;6552,752565;214,6729395;6767,425504;5242202,052;171738,3516;5413940,404;1;1;1;1;0;112,4725534;5308,07626;102,2003861;1244,676305;5420,548813;1346,876691;0
AZ;2018-2019;79967;89616;LEAD Charter Schools;Leading Edge Academy at East Mesa;0400395;040039502826;191; KG-08;3;191;October Count Day;7474,536893;669,9188501;8144,455743;1427636,546;127954,5004;1555591,047;1;1;1;1;0;608,5376832;4234,057283;61,38116691;3240,47961;4842,594966;3301,860776;0
AZ;2018-2019;79967;87416;LEAD Charter Schools;Leading Edge Academy Gilbert Early College;0400395;040039502536;277; 07-12;4;279;October Count Day;9175,925934;200,5139252;9376,439859;2560083,335;55943,38512;2616026,721;1;1;1;1;0;143,510579;4751,119069;57,00334616;4424,806865;4894,629648;4481,810211;0
AZ;2018-2019;79967;79968;LEAD Charter Schools;Leading Edge Academy Gilbert Elementary;0400395;040039502305;200; KG-06;2;200;October Count Day;9506,897545;583,90332;10090,80086;1901379,509;116780,664;2018160,173;1;1;1;1;0;488,520453;5028,216432;95,38286696;4478,681113;5516,736885;4574,06398;0
AZ;2018-2019;79967;91597;LEAD Charter Schools;Leading Edge Academy Online;0400395;040039503335;79; 06-12;4;79;October Count Day;9917,906923;25,33172249;9943,238645;783514,6469;2001,206077;785515,853;1;1;1;1;0;25,33172249;6059,412151;0;3858,494772;6084,743873;3858,494772;0
AZ;2018-2019;90637;90638;Leading Edge Academy Maricopa;Leading Edge Academy Maricopa;0400824;040082403178;761; KG-08;3;761;October Count Day;7027,601874;449,5714569;7477,173331;5348005,026;342123,8787;5690128,905;1;1;1;1;0;397,2845265;3976,391288;52,28693041;3051,210586;4373,675815;3103,497516;0
AZ;2018-2019;91174;91175;Leading Edge Academy Queen Creek;Leading Edge Academy Mountain View;0400845;040084503242;380; KG-08;3;381;October Count Day;8679,393879;532,7844791;9212,178358;3306849,068;202990,8865;3509839,955;1;1;1;1;0;452,5013464;4578,86122;80,28313271;4100,532659;5031,362566;4180,815792;0
AZ;2018-2019;87349;87350;Legacy Education Group;East Valley High School;0400423;040042302525;178; 09-12;4;178;October Count Day;9245,884149;666,4444264;9912,328575;1645767,378;118627,1079;1764394,486;1;1;1;1;0;397,1104878;5528,950254;269,3339386;3716,933895;5926,060742;3986,267833;0
AZ;2018-2019;92610;90534;Legacy Traditional Charter School;Legacy Traditional School - Queen Creek;0400927;040092703190;1223; KG-08;3;1223;October Count Day;7190,578106;304,3653332;7494,94344;8794077,024;372238,8025;9166315,827;1;1;1;1;0;258,4259646;3942,755872;45,93936863;3247,822234;4201,181837;3293,761603;0
AZ;2018-2019;91763;91764;Legacy Traditional Charter School - Laveen Village;Legacy Traditional School ?ˆ“ Laveen Village;0400871;040087103310;1218; KG-08;3;1218;October Count Day;6781,052901;676,0996181;7457,152519;8259322,433;823489,3349;9082811,768;1;1;1;1;0;545,5159613;3291,362144;130,5836568;3489,690757;3836,878106;3620,274413;0
AZ;2018-2019;88360;88361;Legacy Traditional Charter School - Maricopa;Legacy Traditional School - Maricopa;0400745;040074502856;1204; KG-10;4;1204;October Count Day;6848,217874;571,9828921;7420,200767;8245254,321;688667,4021;8933921,723;1;1;1;1;0;493,8379575;3534,48217;78,14493457;3313,735704;4028,320128;3391,880639;0
AZ;2018-2019;92199;90366;Legacy Traditional Charter Schools - Casa Grande;Legacy Traditional School - Casa Grande;0400892;040089203012;1153; KG-08;3;1153;October Count Day;6718,928683;461,2027973;7180,131481;7746924,772;531766,8252;8278691,597;1;1;1;1;0;395,3796087;3119,083332;65,82318857;3599,845352;3514,46294;3665,66854;0
AZ;2018-2019;91135;91136;Legacy Traditional School - Avondale;Legacy Traditional School - Avondale;0400847;040084703301;1328; KG-08;3;1328;October Count Day;6597,333681;452,5925047;7049,926186;8761259,129;601042,8463;9362301,975;1;1;1;1;0;377,6662475;3391,238352;74,92625723;3206,095329;3768,904599;3281,021586;0
AZ;2018-2019;91133;91134;Legacy Traditional School - Chandler;Legacy Traditional School - Chandler;0400855;040085503275;1262; KG-08;3;1262;October Count Day;8234,024058;204,2773753;8438,301434;10391338,36;257798,0477;10649136,41;1;1;1;1;0;179,5423556;4503,619703;24,73501968;3730,404355;4683,162059;3755,139375;0
AZ;2018-2019;834265;541763;Legacy Traditional School - East Mesa;Legacy Traditional School - East Mesa;0400962;040096203551;654; KG-08;3;654;October Count Day;10525,82294;243,7012992;10769,52424;6883888,204;159380,6497;7043268,853;1;1;1;1;0;236,0880319;5265,14224;7,613267266;5260,680702;5501,230272;5268,293969;0
AZ;2018-2019;92047;92048;Legacy Traditional School - Gilbert;Legacy Traditional School ?ˆ“ Gilbert;0400899;040089903392;1050; KG-08;3;1050;October Count Day;7861,155487;256,1544102;8117,309897;8254213,262;268962,1307;8523175,392;1;1;1;1;0;233,7090708;4353,721518;22,44533948;3507,43397;4587,430588;3529,879309;0
AZ;2018-2019;850100;229646;Legacy Traditional School - Glendale;Legacy Traditional School ?ˆ“ Glendale;0400948;040094803523;1202; KG-08;3;1202;October Count Day;6818,824771;356,4187288;7175,2435;8196227,375;428415,3121;8624642,687;1;1;1;1;0;303,1664734;3802,522376;53,25225543;3016,302395;4105,68885;3069,55465;0
AZ;2018-2019;850101;411380;Legacy Traditional School - North Chandler;Legacy Traditional School ?ˆ“ North Chandler;0400954;040095403513;817; KG-08;3;817;October Count Day;9260,762197;355,6860221;9616,448219;7566042,715;290595,48;7856638,195;1;1;1;1;0;306,3687663;5255,919652;49,31725578;4004,842545;5562,288418;4054,159801;0
AZ;2018-2019;91137;91138;Legacy Traditional School - Northwest Tucson;Legacy Traditional School - Northwest Tucson;0400842;040084203300;1239; KG-08;3;1239;October Count Day;7179,930148;323,2572385;7503,187387;8895933,454;400515,7185;9296449,172;1;1;1;1;0;285,5089925;3763,254604;37,74824598;3416,675544;4048,763597;3454,42379;0
AZ;2018-2019;850099;70018;Legacy Traditional School - Peoria;Legacy Traditional School ?ˆ“ Peoria;0400951;040095103532;652; KG-08;3;652;October Count Day;9767,405859;295,007948;10062,41381;6368348,62;192345,1821;6560693,802;1;1;1;1;0;260,5501987;5412,938618;34,45774933;4354,467241;5673,488817;4388,924991;0
AZ;2018-2019;873957;112572;Legacy Traditional School - Phoenix;Legacy Traditional School - Phoenix;0400959;040095903579;1227; KG-08;3;1227;October Count Day;6850,017193;382,9636134;7232,980806;8404971,096;469896,3536;8874867,45;1;1;1;1;0;365,5288081;3201,522404;17,43480528;3648,494789;3567,051212;3665,929595;0
AZ;2018-2019;92879;92880;Legacy Traditional School - Surprise;Legacy Traditional School - Surprise;0400933;040093303496;1915; KG-08;3;1915;October Count Day;6504,264304;312,3807207;6816,645025;12455666,14;598209,0802;13053875,22;1;1;1;1;0;272,3590659;3587,233431;40,02165485;2917,030874;3859,592496;2957,052529;0
AZ;2018-2019;92730;92731;Leman Academy of Excellence, Inc.;Leman Academy of Excellence;0400944;040094403503;1093; KG-08;3;1093;October Count Day;7172,367563;95,018514;7267,386077;7839397,747;103855,2358;7943252,982;1;1;1;1;0;95,018514;4310,648632;0;2861,718932;4405,667146;2861,718932;0
AZ;2018-2019;92730;573453;Leman Academy of Excellence, Inc.;Leman Academy of Excellence East Mesa;0400944;040094403584;80; KG-08;3;80;October Count Day;20975,79177;0;20975,79177;1678063,342;0;1678063,342;1;1;1;1;0;0;8783,745418;0;12192,04635;8783,745418;12192,04635;0
AZ;2018-2019;92730;734680;Leman Academy of Excellence, Inc.;Leman Academy of Excellence East Tucson;0400944;040094403586;564; KG-08;3;564;October Count Day;7509,230988;174,1195181;7683,350506;4235206,277;98203,40822;4333409,685;1;1;1;1;0;174,1195181;4371,109738;0;3138,12125;4545,229256;3138,12125;0
AZ;2018-2019;92730;926143;Leman Academy of Excellence, Inc.;Leman Academy of Excellence-Oro Valley Arizona;0400944;040094403504;708; KG-08;3;708;October Count Day;8088,863297;123,0359863;8211,899284;5726915,215;87109,47831;5814024,693;1;1;1;1;0;123,0359863;4641,352479;0;3447,510819;4764,388465;3447,510819;0
AZ;2018-2019;92730;225365;Leman Academy of Excellence, Inc.;Leman Academy of Excellence-Sierra Vista;0400944;040094403542;632; KG-08;3;632;October Count Day;5933,904807;152,8406373;6086,745444;3750227,838;96595,28277;3846823,121;1;1;1;1;0;152,8406373;3473,751569;0;2460,153238;3626,592207;2460,153238;0
AZ;2018-2019;92730;271268;Leman Academy of Excellence, Inc.;Leman Virtual Academy;0400944;040094403547;62; KG-08;3;62;October Count Day;6816,262012;0;6816,262012;422608,2447;0;422608,2447;1;1;1;1;0;0;4876,946337;0;1939,315675;4876,946337;1939,315675;0
AZ;2018-2019;4266;5295;Liberty Elementary District;Estrella Mountain Elementary School;0404320;040432001467;565; PK-08;3;565;October Count Day;7828,133104;188,4613342;8016,594438;4422895,204;106480,6538;4529375,858;1;1;1;1;0;147,4608249;6239,587756;41,00050929;1588,545349;6387,04858;1629,545858;0
AZ;2018-2019;4266;87475;Liberty Elementary District;Freedom Elementary School;0404320;040432002489;629; PK-08;3;629;October Count Day;7296,398615;423,9237206;7720,322335;4589434,729;266648,0202;4856082,749;1;1;1;1;0;380,7575034;5780,538528;43,16621719;1515,860087;6161,296031;1559,026304;0
AZ;2018-2019;4266;92706;Liberty Elementary District;Las Brisas Academy;0404320;040432003480;549; PK-08;3;549;October Count Day;7368,401276;348,0126036;7716,41388;4045252,301;191058,9194;4236311,22;1;1;1;1;0;306,5540588;5862,123661;41,45854483;1506,277615;6168,67772;1547,73616;0
AZ;2018-2019;4266;5294;Liberty Elementary District;Liberty Elementary School-Liberty Elementary District;0404320;040432000343;597; PK-08;3;597;October Count Day;8056,961934;456,9159066;8513,87784;4810006,274;272778,7963;5082785,071;1;1;1;1;0;415,9153973;6664,966771;41,00050929;1391,995163;7080,882168;1432,995672;0
AZ;2018-2019;4266;79652;Liberty Elementary District;Rainbow Valley Elementary School;0404320;040432002133;570; PK-08;3;570;October Count Day;7395,601255;453,8174098;7849,418665;4215492,715;258675,9236;4474168,639;1;1;1;1;0;411,8359013;6043,978134;41,98150849;1351,623121;6455,814035;1393,604629;0
AZ;2018-2019;4266;79846;Liberty Elementary District;Westar Elementary School;0404320;040432002383;676; PK-08;3;676;October Count Day;7515,648118;369,3350147;7884,983133;5080578,128;249670,4699;5330248,598;1;1;1;1;0;328,3345054;6065,405116;41,00050929;1450,243003;6393,739621;1491,243512;0
AZ;2018-2019;4216;4878;Liberty High School;Liberty High School-Liberty High School;0400099;040009901182;79; 07-12;4;79;October Count Day;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1
AZ;2018-2019;10968;78811;Liberty Traditional Charter School;Liberty Traditional Charter School;0400190;040019001908;341; KG-08;3;340;October Count Day;6353,970262;1545,963214;7899,933475;2160349,889;525627,4927;2685977,382;1;1;1;1;0;1319,752147;4444,475485;226,2110666;1909,494777;5764,227632;2135,705844;0
AZ;2018-2019;10968;91204;Liberty Traditional Charter School;Liberty Traditional Charter School - Saddleback;0400190;040019003247;217; KG-08;3;217;October Count Day;6735,539174;1564,115211;8299,654385;1461612,001;339413,0008;1801025,002;1;1;1;1;0;1328,715107;4913,906876;235,4001041;1821,632298;6242,621983;2057,032402;0
AZ;2018-2019;90754;90755;Lifelong Learning Research Institute, Inc.;Jack Thoman Air and Space Academy and Performing Arts Studio;0400826;040082603207;29; KG-08;3;29;October Count Day;36602,20949;0;36602,20949;1061464,075;0;1061464,075;1;1;1;1;0;0;12789,3617;0;23812,84779;12789,3617;23812,84779;0
AZ;2018-2019;79926;79927;Lifelong Learning Research Institute, Inc.;Lifelong Learning Academy;0400393;040039302297;22; KG-08;3;22;October Count Day;37881,22592;0;37881,22592;833386,9703;0;833386,9703;1;1;1;1;0;0;13943,30468;0;23937,92125;13943,30468;23937,92125;0
AZ;2018-2019;92657;92732;Lincoln Preparatory Academy;Great Hearts Academies - Lincoln Prep;0400919;040091903472;462; 06-12;4;462;October Count Day;8186,188989;93,12269842;8279,311687;3782019,313;43022,68667;3825042;1;1;1;1;0;93,12269842;5172,472112;0;3013,716877;5265,594811;3013,716877;0
AZ;2018-2019;4281;87522;Litchfield Elementary District;Barbara B. Robey Elementary School;0404380;040438002499;692; PK-05;2;692;October Count Day;7556,127284;513,3154164;8069,442701;5228840,081;355214,2682;5584054,349;1;1;1;1;0;486,9235907;6505,857534;26,39182567;1050,26975;6992,781125;1076,661576;0
AZ;2018-2019;4281;80054;Litchfield Elementary District;Corte Sierra Elementary School;0404380;040438002342;732; PK-06;2;732;October Count Day;7679,665575;374,7576144;8054,423189;5621515,201;274322,5737;5895837,775;1;1;1;1;0;317,1323593;6608,446211;57,62525506;1071,219364;6925,57857;1128,844619;0
AZ;2018-2019;4281;85843;Litchfield Elementary District;Dreaming Summit Elementary;0404380;040438002430;714; PK-06;2;714;October Count Day;7869,171833;289,5758326;8158,747666;5618588,689;206757,1445;5825345,833;1;1;1;1;0;249,0642972;6834,172913;40,5115354;1034,998921;7083,23721;1075,510456;0
AZ;2018-2019;4281;90385;Litchfield Elementary District;L. Thomas Heck Middle School;0404380;040438003036;810; 05-08;3;810;October Count Day;7014,824002;433,6133095;7448,437312;5682007,442;351226,7807;6033234,222;1;1;1;1;0;401,7885308;6045,521883;31,82477868;969,3021187;6447,310414;1001,126897;0
AZ;2018-2019;4281;5393;Litchfield Elementary District;Litchfield Elementary School;0404380;040438000344;923; PK-08;3;923;October Count Day;7242,572935;386,4973694;7629,070304;6684894,819;356737,072;7041631,891;1;1;1;1;0;290,1555903;6294,433222;96,34177915;948,1397123;6584,588813;1044,481491;0
AZ;2018-2019;4281;90550;Litchfield Elementary District;Mabel Padgett Elementary School;0404380;040438003185;765; PK-06;2;765;October Count Day;7690,78524;126,2370803;7817,02232;5883450,709;96571,36642;5980022,075;1;1;1;1;0;100,2092101;6761,621305;26,0278702;929,1639354;6861,830515;955,1918056;0
AZ;2018-2019;4281;5396;Litchfield Elementary District;Palm Valley Elementary;0404380;040438001420;812; PK-08;3;812;October Count Day;7792,249206;244,7063851;8036,955591;6327306,355;198701,5847;6526007,94;1;1;1;1;0;218,6785149;6709,089976;26,0278702;1083,159229;6927,768491;1109,1871;0
AZ;2018-2019;4281;78925;Litchfield Elementary District;Rancho Santa Fe Elementary School;0404380;040438001881;673; PK-06;2;673;October Count Day;7526,913674;682,0617156;8208,97539;5065612,903;459027,5346;5524640,437;1;1;1;1;0;610,5389628;6478,078804;71,52275276;1048,83487;7088,617767;1120,357623;0
AZ;2018-2019;4281;5394;Litchfield Elementary District;Scott L Libby Elementary School;0404380;040438000345;720; PK-06;2;720;October Count Day;7669,374746;288,0730185;7957,447764;5521949,817;207412,5733;5729362,39;1;1;1;1;0;262,0451483;6613,963298;26,0278702;1055,411448;6876,008447;1081,439318;0
AZ;2018-2019;4281;89586;Litchfield Elementary District;Verrado Elementary School;0404380;040438002782;698; PK-06;2;698;October Count Day;8137,747239;73,37316205;8211,120401;5680147,573;51214,46711;5731362,04;1;1;1;1;0;43,7758345;7081,676188;29,59732755;1056,071052;7125,452022;1085,668379;0
AZ;2018-2019;4281;92878;Litchfield Elementary District;Verrado Heritage Elementary School;0404380;040438003478;1062; PK-08;3;1062;October Count Day;6592,741984;70,28254903;6663,024533;7001491,987;74640,06707;7076132,054;1;1;1;1;0;44,25467883;5708,690896;26,0278702;884,0510875;5752,945575;910,0789577;0
AZ;2018-2019;4281;85844;Litchfield Elementary District;Verrado Middle School;0404380;040438002431;820; 05-08;3;820;October Count Day;6953,056515;223,5730793;7176,629595;5701506,343;183329,9251;5884836,268;1;1;1;1;0;197,5452091;5908,373364;26,0278702;1044,683151;6105,918573;1070,711021;0
AZ;2018-2019;4281;5395;Litchfield Elementary District;Western Sky Middle School;0404380;040438001547;1054; 05-08;3;1054;October Count Day;6248,672295;203,7758312;6452,448126;6586100,599;214779,7261;6800880,325;1;1;1;1;0;177,747961;5376,541125;26,0278702;872,1311703;5554,289086;898,1590405;0
AZ;2018-2019;4281;79220;Litchfield Elementary District;White Tanks Learning Center;0404380;040438002003;32; KG-08;3;32;October Count Day;20474,44075;76,61229601;20551,05305;655182,104;2451,593472;657633,6975;1;1;1;1;0;50,58442582;19174,13903;26,0278702;1300,301725;19224,72345;1326,329595;0
AZ;2018-2019;4281;79221;Litchfield Elementary District;Wigwam Creek Middle School;0404380;040438002004;1059; 05-08;3;1059;October Count Day;6740,527709;380,9789553;7121,506664;7138218,844;403456,7136;7541675,558;1;1;1;1;0;354,8532256;5754,825738;26,12572969;985,7019713;6109,678963;1011,827701;0
AZ;2018-2019;79050;79126;Little Lamb Community School;Mission Montessori Academy;0400217;040021702010;226; KG-08;3;226;October Count Day;22480,66901;293,0490905;22773,7181;5080631,196;66229,09446;5146860,29;1;1;1;1;0;293,0490905;15713,33388;0;6767,335128;16006,38297;6767,335128;0
AZ;2018-2019;4374;5579;Littlefield Unified District;Beaver Dam Elementary;0404410;040441001302;201; PK-06;2;201;October Count Day;3161,617263;395,8196569;3557,43692;635485,0699;79559,75104;715044,8209;1;1;1;1;0;280,6994011;1845,79394;115,1202558;1315,823323;2126,493341;1430,943579;1
AZ;2018-2019;4374;85821;Littlefield Unified District;Beaver Dam High School;0404410;040441002418;178; 07-12;4;178;October Count Day;3161,617263;395,8196569;3557,43692;562767,8729;70455,89893;633223,7718;1;1;1;1;0;280,6994011;1845,79394;115,1202558;1315,823323;2126,493341;1430,943579;1
AZ;2018-2019;4278;79618;Littleton Elementary District;Collier Elementary School-Littleton Elementary District;0404440;040444002247;877; PK-08;3;877;October Count Day;7937,528509;425,8925377;8363,421047;6961212,502;373507,7556;7334720,258;1;1;1;1;0;217,3838683;6105,832546;208,5086694;1831,695963;6323,216414;2040,204633;0
AZ;2018-2019;4278;87476;Littleton Elementary District;Country Place Elementary;0404440;040444002497;962; KG-08;3;962;October Count Day;8088,15171;482,1712213;8570,322932;7780801,945;463848,7149;8244650,66;1;1;1;1;0;298,6782142;6159,810668;183,4930071;1928,341043;6458,488882;2111,83405;0
AZ;2018-2019;4278;89608;Littleton Elementary District;Estrella Vista Elementary School;0404440;040444002771;958; KG-08;3;958;October Count Day;7234,952886;467,2826016;7702,235488;6931084,865;447656,7323;7378741,598;1;1;1;1;0;274,6015288;5482,819739;192,6810729;1752,133148;5757,421267;1944,814221;0
AZ;2018-2019;4278;530879;Littleton Elementary District;Fine Arts Academy;0404440;040444003533;736; KG-08;3;736;October Count Day;7422,852669;481,4115421;7904,264212;5463219,565;354318,895;5817538,46;1;1;1;1;0;301,4450296;5606,790463;179,9665126;1816,062206;5908,235493;1996,028719;0
AZ;2018-2019;4278;5360;Littleton Elementary District;Littleton Elementary School;0404440;040444000347;810; PK-08;3;810;October Count Day;10316,98232;645,7548997;10962,73722;8356755,682;523061,4688;8879817,151;1;1;1;1;0;413,7243304;8107,252654;232,0305693;2209,72967;8520,976984;2441,760239;0
AZ;2018-2019;4278;85852;Littleton Elementary District;Quentin Elementary School;0404440;040444002435;862; KG-08;3;862;October Count Day;8009,041305;510,1595783;8519,200883;6903793,605;439757,5565;7343551,161;1;1;1;1;0;305,9995332;6070,9332;204,1600451;1938,108104;6376,932734;2142,26815;0
AZ;2018-2019;4278;89924;Littleton Elementary District;Tres Rios Elementary School;0404440;040444002908;838; KG-08;3;838;October Count Day;7816,483194;481,4738908;8297,957085;6550212,916;403475,1205;6953688,037;1;1;1;1;0;291,935912;5743,56936;189,5379788;2072,913834;6035,505272;2262,451813;0
AZ;2018-2019;4270;5324;Madison Elementary District;Madison #1 Elementary School;0404500;040450000355;998; 05-08;3;998;October Count Day;7353,561348;393,7455753;7747,306923;7338854,225;392958,0842;7731812,31;1;1;1;1;0;363,877201;6133,383968;29,86837426;1220,17738;6497,261169;1250,045754;0
AZ;2018-2019;4270;5325;Madison Elementary District;Madison Camelview Elementary;0404500;040450000678;611; PK-04;2;611;October Count Day;8065,120428;479,5929719;8544,7134;4927788,582;293031,3059;5220819,888;1;1;1;1;0;440,4514353;6977,051091;39,14153663;1088,069337;7417,502527;1127,210874;0
AZ;2018-2019;4270;5330;Madison Elementary District;Madison Heights Elementary School;0404500;040450000353;532; PK-04;2;532;October Count Day;8293,397999;697,0891763;8990,487176;4412087,736;370851,4418;4782939,178;1;1;1;1;0;671,7024337;7164,011752;25,38674255;1129,386248;7835,714186;1154,77299;0
AZ;2018-2019;4270;5329;Madison Elementary District;Madison Meadows School;0404500;040450000354;806; 05-08;3;806;October Count Day;7333,435011;367,0835656;7700,518576;5910748,619;295869,3538;6206617,973;1;1;1;1;0;341,696823;6140,906622;25,38674255;1192,528389;6482,603445;1217,915132;0
AZ;2018-2019;4270;5328;Madison Elementary District;Madison Park School;0404500;040450000357;432; 05-08;3;432;October Count Day;7992,979286;345,2421371;8338,221423;3452967,052;149144,6032;3602111,655;1;1;1;1;0;216,418131;6789,348834;128,8240062;1203,630453;7005,766965;1332,454459;0
AZ;2018-2019;4270;5326;Madison Elementary District;Madison Richard Simis School;0404500;040450000358;955; PK-04;2;955;October Count Day;7948,604358;220,1083688;8168,712726;7590917,161;210203,4922;7801120,654;1;1;1;1;0;194,7216262;6852,007872;25,38674255;1096,596485;7046,729499;1121,983228;0
AZ;2018-2019;4270;5327;Madison Elementary District;Madison Rose Lane School;0404500;040450000359;843; PK-04;2;843;October Count Day;8724,80888;245,9430125;8970,751892;7355013,886;207329,9596;7562343,845;1;1;1;1;0;214,6631737;7570,312469;31,27983883;1154,496411;7784,975643;1185,77625;0
AZ;2018-2019;4270;89622;Madison Elementary District;Madison Traditional Academy;0404500;040450002874;821; KG-08;3;821;October Count Day;6595,440138;268,042206;6863,482344;5414856,353;220062,6511;5634919,004;1;1;1;1;0;242,6554634;5447,269312;25,38674255;1148,170826;5689,924775;1173,557568;0
AZ;2018-2019;91935;92605;Madison Highland Prep;Madison Highland Prep;0400909;040090903461;462; 09-12;4;463;October Count Day;8468,594401;478,0120554;8946,606457;3920959,208;221319,5817;4142278,789;1;1;1;1;0;478,0120554;3567,73441;0;4900,859992;4045,746465;4900,859992;0
AZ;2018-2019;4199;4839;Maine Consolidated School District;Maine Consolidated School;0404530;040453000361;121; PK-08;3;121;October Count Day;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1
AZ;2018-2019;4439;5902;Mammoth-San Manuel Unified District;First Avenue Elementary School;0404570;040457000363;281; PK-06;2;281;October Count Day;8919,520822;1995,143595;10914,66442;2506385,351;560635,3502;3067020,701;1;1;1;1;0;1648,040381;7437,133239;347,1032139;1482,387582;9085,173621;1829,490796;0
