state;year;distid;schoolid;distname;schoolname;ncesdistid;ncesid;ncesenroll;gradespan;level;enroll_raw_AZ;enrollmetric;pp_stloc_raw_AZ;pp_fed_raw_AZ;pp_total_raw_AZ;schoolstloc_raw_AZ;schoolfed_raw_AZ;schooltot_raw_AZ;countenroll;noaudit;nositecen;adfinvars;distflex;ppperfed_raw_AZ;ppperstloc_raw_AZ;ppnonperfed_raw_AZ;ppnonperstloc_raw_AZ;pppersonnel_raw_AZ;ppnonpersonnel_raw_AZ;flag_NERDS
AZ;2018-2019;4174;4771;Douglas Unified District;Paul H Huber Jr High School;0402530;040253000185;479; 06-08;3;479;October Count Day;7481,458559;922,6329223;8404,091481;3583618,65;441941,1698;4025559,819;1;1;1;1;0;748,5075982;6085,376813;174,1253241;1396,081746;6833,884411;1570,20707;0
AZ;2018-2019;4174;4770;Douglas Unified District;Ray Borane Middle School;0402530;040253000194;430; 06-08;3;430;October Count Day;7026,424389;985,7076255;8012,132014;3021362,487;423854,279;3445216,766;1;1;1;1;0;800,4260789;5700,319427;185,2815466;1326,104962;6500,745506;1511,386508;0
AZ;2018-2019;4174;4768;Douglas Unified District;Sarah Marley School;0402530;040253000192;288; KG-05;2;288;October Count Day;6764,972688;1556,215846;8321,188534;1948312,134;448190,1637;2396502,298;1;1;1;1;0;1292,955495;5389,456858;263,2603512;1375,51583;6682,412353;1638,776181;0
AZ;2018-2019;4174;4769;Douglas Unified District;Stevenson Elementary School-Douglas Unified District;0402530;040253000193;431; KG-05;2;431;October Count Day;6667,072454;1130,550965;7797,623418;2873508,228;487267,4658;3360775,693;1;1;1;1;0;920,7614601;5395,77911;209,7895047;1271,293344;6316,54057;1481,082849;0
AZ;2018-2019;4228;4902;Duncan Unified District;Duncan Elementary;0402600;040260000195;253; PK-08;3;253;October Count Day;7900,682561;1349,258365;9249,940925;1998872,688;341362,3663;2340235,054;1;1;1;1;0;784,2357175;6430,259739;565,0226472;1470,422822;7214,495456;2035,445469;0
AZ;2018-2019;4228;4903;Duncan Unified District;Duncan High School;0402600;040260000196;115; 09-12;4;115;October Count Day;10187,32093;725,6131013;10912,93403;1171541,907;83445,50665;1254987,414;1;1;1;1;0;268,5450983;7939,618284;457,068003;2247,702647;8208,163382;2704,77065;0
AZ;2018-2019;4243;81111;Dysart Unified District;Ashton Ranch Elementary School;0402690;040269003124;689; PK-08;3;689;October Count Day;7790,80528;233,1472627;8023,952543;5367864,838;160638,464;5528503,302;1;1;1;1;0;112,4597169;6143,904478;120,6875458;1646,900802;6256,364194;1767,588348;0
AZ;2018-2019;4243;89600;Dysart Unified District;Canyon Ridge School;0402690;040269002837;940; PK-08;3;940;October Count Day;7288,921038;228,9589529;7517,879991;6851585,776;215221,4157;7066807,192;1;1;1;1;0;106,2237526;5816,849216;122,7352003;1472,071822;5923,072969;1594,807022;0
AZ;2018-2019;4243;81112;Dysart Unified District;Cimarron Springs Elementary;0402690;040269003125;826; PK-08;3;827;October Count Day;7678,609044;226,6700275;7905,279072;6350209,679;187456,1128;6537665,792;1;1;1;1;0;107,7008119;6192,173683;118,9692156;1486,435361;6299,874495;1605,404577;0
AZ;2018-2019;4243;80052;Dysart Unified District;Countryside Elementary School;0402690;040269002340;642; PK-08;3;642;October Count Day;8452,241211;328,4198236;8780,661035;5426338,858;210845,5268;5637184,385;1;1;1;1;0;197,1953478;6674,948136;131,2244758;1777,293075;6872,143484;1908,517551;0
AZ;2018-2019;4243;5128;Dysart Unified District;Dysart Elementary School;0402690;040269000197;908; PK-08;3;908;October Count Day;7529,008716;726,3695353;8255,378252;6836339,915;659543,5381;7495883,453;1;1;1;1;0;555,3465024;5954,274725;171,0230329;1574,733991;6509,621228;1745,757024;0
AZ;2018-2019;4243;5133;Dysart Unified District;Dysart High School;0402690;040269000198;1640; 09-12;4;1640;October Count Day;8452,341862;744,544785;9196,886647;13861840,65;1221053,447;15082894,1;1;1;1;1;0;584,2145039;6505,997798;160,3302811;1946,344064;7090,212302;2106,674345;0
AZ;2018-2019;4243;90875;Dysart Unified District;Dysart iSchool;0402690;040269003193;48; 07-12;4;48;October Count Day;4654,074335;214,527514;4868,601849;223395,5681;10297,32067;233692,8888;1;1;1;1;0;102,8845574;2771,387293;111,6429566;1882,687042;2874,271851;1994,329999;1
AZ;2018-2019;4243;5129;Dysart Unified District;El Mirage School;0402690;040269000199;799; PK-08;3;799;October Count Day;7757,383832;1043,770486;8801,154318;6198149,681;833972,6184;7032122,3;1;1;1;1;0;826,9160148;6106,719466;216,8544712;1650,664366;6933,63548;1867,518837;0
AZ;2018-2019;4243;5132;Dysart Unified District;Kingswood Elementary School;0402690;040269001462;664; PK-08;3;664;October Count Day;8823,760119;768,2825068;9592,042626;5858976,719;510139,5845;6369116,304;1;1;1;1;0;622,9648832;7230,295494;145,3176236;1593,464625;7853,260377;1738,782249;0
AZ;2018-2019;4243;5130;Dysart Unified District;Luke Elementary School;0402690;040269000200;816; PK-08;3;816;October Count Day;7582,097763;795,1093485;8377,207111;6186991,775;648809,2283;6835801,003;1;1;1;1;0;592,936239;5991,328711;202,1731095;1590,769052;6584,26495;1792,942162;0
AZ;2018-2019;4243;84683;Dysart Unified District;Marley Park Elementary;0402690;040269002401;1078; PK-08;3;1078;October Count Day;7205,285819;225,8845344;7431,170353;7767298,113;243503,5281;8010801,641;1;1;1;1;0;105,4220748;5805,813301;120,4624597;1399,472518;5911,235375;1519,934978;0
AZ;2018-2019;4243;89604;Dysart Unified District;Mountain View;0402690;040269002780;887; PK-08;3;887;October Count Day;7715,817788;230,8765343;7946,694322;6843930,378;204787,4859;7048717,864;1;1;1;1;0;106,0772714;6234,548429;124,7992629;1481,269359;6340,625701;1606,068622;0
AZ;2018-2019;4243;88416;Dysart Unified District;Parkview Elementary;0402690;040269002655;680; PK-08;3;680;October Count Day;8004,523566;808,1994025;8812,722969;5443076,025;549575,5937;5992651,619;1;1;1;1;0;691,8952516;6352,262675;116,3041509;1652,260892;7044,157926;1768,565042;0
AZ;2018-2019;4243;87621;Dysart Unified District;Rancho Gabriela;0402690;040269002482;783; PK-08;3;783;October Count Day;7959,570555;226,3359113;8185,906466;6232343,744;177221,0186;6409564,763;1;1;1;1;0;107,4533864;6472,557748;118,8825249;1487,012807;6580,011134;1605,895332;0
AZ;2018-2019;4243;89821;Dysart Unified District;Riverview School;0402690;040269002907;887; PK-08;3;887;October Count Day;7790,24358;1064,085408;8854,328988;6909946,055;943843,7568;7853789,812;1;1;1;1;0;875,3429356;6261,641594;188,7424723;1528,601986;7136,984529;1717,344458;0
AZ;2018-2019;4243;90134;Dysart Unified District;Shadow Ridge High School;0402690;040269002971;2217; 09-12;4;2217;October Count Day;7772,248957;302,8593985;8075,108356;17231075,94;671439,2865;17902515,22;1;1;1;1;0;176,3169683;5967,21624;126,5424302;1805,032717;6143,533209;1931,575147;0
AZ;2018-2019;4243;88414;Dysart Unified District;Sonoran Heights Elementary;0402690;040269002649;872; PK-08;3;872;October Count Day;7471,34796;226,0121798;7697,36014;6515015,421;197082,6208;6712098,042;1;1;1;1;0;107,8295967;5977,113397;118,1825831;1494,234563;6084,942994;1612,417146;0
AZ;2018-2019;4243;87620;Dysart Unified District;Sunset Hills Elementary;0402690;040269002481;1071; PK-08;3;1071;October Count Day;7138,758151;256,3189276;7395,077078;7645609,979;274517,5715;7920127,551;1;1;1;1;0;133,9619008;5727,170656;122,3570269;1411,587494;5861,132557;1533,944521;0
AZ;2018-2019;4243;5131;Dysart Unified District;Surprise Elementary School;0402690;040269000201;874; PK-08;3;874;October Count Day;8330,905879;854,9495001;9185,855379;7281211,738;747225,8631;8028437,601;1;1;1;1;0;674,6368276;6722,792525;180,3126725;1608,113354;7397,429353;1788,426026;0
AZ;2018-2019;4243;84684;Dysart Unified District;Thompson Ranch Elementary;0402690;040269002402;842; PK-08;3;842;October Count Day;7540,430083;757,9924796;8298,422563;6349042,13;638229,6678;6987271,798;1;1;1;1;0;569,2640987;6004,382342;188,728381;1536,047741;6573,646441;1724,776122;0
AZ;2018-2019;4243;88417;Dysart Unified District;Valley Vista High School;0402690;040269002684;2620; 09-12;4;2621;October Count Day;7430,341001;271,9509021;7702,291903;19474923,76;712783,3143;20187707,08;1;1;1;1;0;154,3104456;5608,889972;117,6404564;1821,451029;5763,200418;1939,091486;0
AZ;2018-2019;4243;79632;Dysart Unified District;West Point Elementary School;0402690;040269002126;724; PK-08;3;724;October Count Day;8418,611119;226,6905793;8645,301698;6095074,45;164123,9794;6259198,429;1;1;1;1;0;107,0870146;6846,315735;119,6035647;1572,295384;6953,402749;1691,898949;0
AZ;2018-2019;4243;88415;Dysart Unified District;Western Peaks Elementary;0402690;040269002679;847; PK-08;3;847;October Count Day;7921,281552;326,1016416;8247,383193;6709325,474;276208,0904;6985533,565;1;1;1;1;0;199,620345;6171,291818;126,4812966;1749,989734;6370,912163;1876,47103;0
AZ;2018-2019;4243;81113;Dysart Unified District;Willow Canyon High School;0402690;040269003126;1897; 09-12;4;1897;October Count Day;7973,875554;305,1507913;8279,026346;15126441,93;578871,051;15705312,98;1;1;1;1;0;180,250333;6075,782709;124,9004583;1898,092846;6256,033042;2022,993304;0
AZ;2018-2019;91170;91171;EAGLE College Prep Harmony, LLC;EAGLE College Prep Harmony;0400849;040084903266;211; KG-08;3;211;October Count Day;9753,851927;912,4455127;10666,29744;2058062,757;192526,0032;2250588,76;1;1;1;1;0;490,6064287;4641,830793;421,8390839;5112,021134;5132,437221;5533,860218;0
AZ;2018-2019;91938;92563;EAGLE College Prep Maryvale, LLC;EAGLE College Prep Maryvale;0400916;040091603437;380; KG-08;3;380;October Count Day;7274,715552;1008,250473;8282,966025;2764391,91;383135,1797;3147527,089;1;1;1;1;0;353,5037761;3658,472764;654,7466967;3616,242788;4011,97654;4270,989485;0
AZ;2018-2019;91939;92601;EAGLE College Prep Mesa, LLC.;EAGLE College Preparatory School- Mesa;0400912;040091203443;201; KG-08;3;201;October Count Day;8423,747893;785,846302;9209,594196;1693173,327;157955,1067;1851128,433;1;1;1;1;0;356,2582344;4517,211804;429,5880676;3906,53609;4873,470038;4336,124157;0
AZ;2018-2019;89850;89851;EAGLE South Mountain Charter, Inc.;EAGLE College Prep;0400763;040076302915;663; KG-08;3;663;October Count Day;7619,54799;602,4314324;8221,979423;5051760,318;399412,0397;5451172,357;1;1;1;1;0;293,5878571;3979,121294;308,8435753;3640,426696;4272,709151;3949,270272;0
AZ;2018-2019;87401;87402;East Mesa Charter Elementary School, Inc.;Imagine East Mesa Elementary;0400425;040042502527;657; KG-06;2;657;October Count Day;8259,519672;948,9060811;9208,425753;5426504,425;623431,2953;6049935,72;1;1;1;1;0;872,2752153;5286,462453;76,63086586;2973,057219;6158,737668;3049,688085;0
AZ;2018-2019;10971;78806;East Valley Academy;East Valley Academy-East Valley Academy;NA;NA;NA; NA;NA;13;October Count Day;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1
AZ;2018-2019;4516;90912;East Valley Institute of Technology;EVIT - East Campus;0409731;040973103224;394; 10-12;4;394;October Count Day;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1
AZ;2018-2019;4516;7282;East Valley Institute of Technology;EVIT - East Valley Institute of Technology;0409731;040973101514;681; 09-12;4;681;October Count Day;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1
AZ;2018-2019;4516;25790;East Valley Institute of Technology;EVIT East Apache Junction;0409731;040973103549;4; 10-12;4;4;October Count Day;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1
AZ;2018-2019;4516;165668;East Valley Institute of Technology;EVIT North Fountain Hills;0409731;040973103544;14; 09-12;4;14;October Count Day;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1
AZ;2018-2019;78833;78836;Eastpointe High School, Inc.;Eastpointe High School;0400261;040026101916;591; 09-12;4;591;October Count Day;7426,883812;0;7426,883812;4389288,333;0;4389288,333;1;1;1;1;0;0;1971,066838;0;5455,816975;1971,066838;5455,816975;0
AZ;2018-2019;90506;90507;Ed Ahead;Academy Adventures Midtown;0400817;040081703191;66; KG-05;2;66;October Count Day;-9381,218562;-1885,749567;-11266,96813;-619160,4251;-124459,4715;-743619,8965;1;1;1;1;0;-1668,393668;-6086,363726;-217,3558998;-3294,854835;-7754,757394;-3512,210735;1
AZ;2018-2019;4421;5860;Edge School, Inc., The;Edge High School - Himmel Park;0400078;040007801006;161; 09-12;4;161;October Count Day;10177,10348;1408,644634;11585,74811;1638513,66;226791,786;1865305,446;1;1;1;1;0;1350,884266;7150,974321;57,76036724;3026,129156;8501,858588;3083,889523;0
AZ;2018-2019;4421;80928;Edge School, Inc., The;EDGE High School - Northwest;0400078;040007802386;72; 09-12;4;72;October Count Day;6586,226031;451,3760088;7037,60204;474208,2742;32499,07263;506707,3468;1;1;1;1;0;363,696507;5096,726426;87,67950185;1489,499605;5460,422933;1577,179107;0
AZ;2018-2019;743644;465875;Edison Project;Edison School of Innovation;0400978;040097803585;182; KG-08;3;182;October Count Day;8178,313444;1418,33561;9596,649054;1488453,047;258137,081;1746590,128;1;1;1;1;0;350,9988604;6539,575677;1067,33675;1638,737767;6890,574538;2706,074517;0
AZ;2018-2019;79981;79982;Edkey, Inc. - Arizona Conservatory for Arts and Academics;Arizona Conservatory for Arts and Academics;0400653;040065303069;173; 09-12;4;173;October Count Day;784,966636;0;784,966636;135799,228;0;135799,228;1;1;1;1;0;0;784,966636;0;0;784,966636;0;1
AZ;2018-2019;79981;90349;Edkey, Inc. - Arizona Conservatory for Arts and Academics;Arizona Conservatory for Arts and Academics Middle School;0400653;040065303004;189; 06-08;3;189;October Count Day;13532,16475;1024,988213;14557,15296;2557579,138;193722,7722;2751301,91;1;1;1;1;0;932,3733689;10466,33595;92,61484368;3065,828804;11398,70932;3158,443647;0
AZ;2018-2019;81045;92492;Edkey, Inc. - Pathfinder Academy;Edkey Inc. - Pathfinder Academy at Eastmark;0400638;040063803456;262; KG-08;3;262;October Count Day;8481,45675;183,6793542;8665,136104;2222141,669;48123,9908;2270265,659;1;1;1;1;0;182,8043999;6104,922229;0,874954274;2376,534521;6287,726629;2377,409475;0
AZ;2018-2019;81045;92290;Edkey, Inc. - Pathfinder Academy;Edkey, Inc. - Pathfinder Academy - Sequoia Lehi;0400638;040063803360;109; KG-06;2;109;October Count Day;8078,770314;1521,998308;9600,768622;880585,9643;165897,8156;1046483,78;1;1;1;1;0;1221,625837;5774,381995;300,3724711;2304,38832;6996,007832;2604,760791;0
AZ;2018-2019;81045;10753;Edkey, Inc. - Pathfinder Academy;Pathfinder Academy;0400638;040063801796;395; KG-08;3;395;October Count Day;6128,274232;105,0944721;6233,368704;2420668,322;41512,31647;2462180,638;1;1;1;1;0;105,0944721;4521,075807;0;1607,198424;4626,170279;1607,198424;0
AZ;2018-2019;81043;79263;Edkey, Inc. - Redwood Academy;Arizona Conservatory for Arts and Academics Elementary School;0400637;040063702032;272; KG-05;2;272;October Count Day;7343,237031;1008,683711;8351,920742;1997360,472;274361,9693;2271722,442;1;1;1;1;0;940,9099287;5547,790558;67,77378208;1795,446473;6488,700487;1863,220255;0
AZ;2018-2019;6446;79697;Edkey, Inc. - Sequoia Charter School;Sequoia Elementary School;0400244;040024402153;502; KG-06;2;502;October Count Day;6684,780425;1644,652532;8329,432957;3355759,773;825615,5713;4181375,344;1;1;1;1;0;1296,274575;8257,270418;348,3779576;-1572,489993;9553,544993;-1224,112035;0
AZ;2018-2019;6446;10849;Edkey, Inc. - Sequoia Charter School;Sequoia Secondary School;0400244;040024401855;369; 07-12;4;370;October Count Day;8784,107113;657,856575;9441,963688;3250119,632;243406,9328;3493526,564;1;1;1;1;0;364,4117209;6679,881943;293,4448541;2104,22517;7044,293664;2397,670024;0
AZ;2018-2019;4329;90322;Edkey, Inc. - Sequoia Choice Schools;Edkey, Inc. - Precision Learning Center;0400157;040015703046;28; 09-12;4;28;October Count Day;23896,01847;532,6840252;24428,70249;669088,517;14915,15271;684003,6697;1;1;1;1;0;532,6840252;7429,966902;0;16466,05156;7962,650928;16466,05156;0
AZ;2018-2019;4329;5500;Edkey, Inc. - Sequoia Choice Schools;Sequoia Choice School Arizona Distance Learning School;0400157;040015701728;757; KG-12;4;757;October Count Day;5838,864168;288,594924;6127,459092;4420020,175;218466,3574;4638486,533;1;1;1;1;0;264,9702212;5310,215513;23,62470276;528,6486552;5575,185734;552,2733579;0
AZ;2018-2019;92226;90377;Edkey, Inc. - Sequoia Pathway Academy;Sequoia Pathway Academy;0400904;040090403048;1146; KG-12;4;1146;October Count Day;6400,857723;451,8008768;6852,6586;7335382,951;517763,8048;7853146,756;1;1;1;1;0;394,8152326;4948,053811;56,98564421;1452,803912;5342,869044;1509,789556;0
AZ;2018-2019;81052;89920;Edkey, Inc. - Sequoia Ranch School;Children First Leadership Academy;0400641;040064102881;238; KG-08;3;238;October Count Day;9120,397046;3471,007616;12591,40466;2170654,497;826099,8125;2996754,309;1;1;1;1;0;2985,809977;6874,743898;485,1976382;2245,653148;9860,553875;2730,850786;0
AZ;2018-2019;81050;79219;Edkey, Inc. - Sequoia School for the Deaf and Hard of Hearing;Edkey, Inc. - Sequoia Deaf School;0400640;040064002031;77; KG-12;4;77;October Count Day;22234,25422;391,0154551;22625,26967;1712037,575;30108,19005;1742145,765;1;1;1;1;0;325,9228222;18350,74704;65,09263291;3883,507175;18676,66986;3948,599808;0
AZ;2018-2019;81050;920316;Edkey, Inc. - Sequoia School for the Deaf and Hard of Hearing;KELLY;0400640;040064003569;39; KG-12;4;39;October Count Day;33137,70918;325,8254306;33463,53461;1292370,658;12707,19179;1305077,85;1;1;1;1;0;325,8254306;32690,67163;0;447,0375423;33016,49706;447,0375423;0
AZ;2018-2019;79211;92912;Edkey, Inc. - Sequoia Village School;George Washington Academy;0400246;040024603494;158; KG-08;3;158;October Count Day;6433,344667;1181,53124;7614,875907;1016468,457;186681,936;1203150,393;1;1;1;1;0;772,6236015;5124,055645;408,9076389;1309,289022;5896,679246;1718,196661;0
AZ;2018-2019;79211;90324;Edkey, Inc. - Sequoia Village School;Sequoia Village High School;0400246;040024603028;80; 09-12;4;80;October Count Day;6350,662795;110,7392478;6461,402043;508053,0236;8859,139828;516912,1634;1;1;1;1;0;73,80096859;6350,662795;36,93827926;0;6424,463764;36,93827926;0
AZ;2018-2019;79211;10848;Edkey, Inc. - Sequoia Village School;Sequoia Village School;0400246;040024601856;238; KG-08;3;238;October Count Day;9300,605993;1426,028898;10726,63489;2213544,226;339394,8777;2552939,104;1;1;1;1;0;1249,952889;6725,855669;176,0760091;2574,750324;7975,808558;2750,826333;0
AZ;2018-2019;81123;87415;Educational Impact, Inc.;Adventure School;0400613;040061302553;157; KG-08;3;157;October Count Day;-8691,806719;0;-8691,806719;-1364613,655;0;-1364613,655;1;1;1;1;0;0;-4132,398266;0;-4559,408454;-4132,398266;-4559,408454;1
AZ;2018-2019;90201;90844;Educational Options Foundation;EdOptions HS Learning Center;0400816;040081603219;649; 09-12;4;649;October Count Day;3322,8227;451,1527338;3773,975434;2156511,932;292798,1242;2449310,057;1;1;1;1;0;394,3396893;1613,81222;56,81304451;1709,01048;2008,151909;1765,823525;1
AZ;2018-2019;90201;90202;Educational Options Foundation;EdOptions Preparatory Academy;0400816;040081602998;116; 07-12;4;116;October Count Day;3438,099677;423,4046368;3861,504314;398819,5625;49114,93786;447934,5004;1;1;1;1;0;395,771582;1905,209852;27,63305475;1532,889825;2300,981434;1560,52288;1
AZ;2018-2019;4341;10752;EduPreneurship, Inc.;EduPreneurship Student Center (ESC) Phoenix;0400055;040005501731;65; KG-08;3;65;October Count Day;8646,753684;2245,271579;10892,02526;562038,9895;145942,6526;707981,6421;1;1;1;1;0;1016,690526;6007,275789;1228,581053;2639,477895;7023,966316;3868,058947;0
AZ;2018-2019;89412;89413;Eduprize Schools, LLC;Eduprize School;0400746;040074602864;1684; KG-08;3;1683;October Count Day;6854,145453;0;6854,145453;11535526,8;0;11535526,8;1;1;1;1;0;0;5006,05079;0;1848,094662;5006,05079;1848,094662;0
AZ;2018-2019;89412;5479;Eduprize Schools, LLC;EDUPRIZE SCHOOL Gilbert;0400746;040074600717;1860; KG-12;4;1860;October Count Day;7655,862212;0;7655,862212;14239903,71;0;14239903,71;1;1;1;1;0;0;5278,40038;0;2377,461831;5278,40038;2377,461831;0
AZ;2018-2019;79059;91199;E-Institute Charter Schools, Inc.;E-Institute at Avondale;0400311;040031103292;80; 09-12;4;80;October Count Day;9090,929264;923,241593;10014,17086;727274,3411;73859,32744;801133,6686;1;1;1;1;0;512,5027258;4089,288477;410,7388671;5001,640787;4601,791203;5412,379654;0
AZ;2018-2019;79059;90768;E-Institute Charter Schools, Inc.;E-Institute at Buckeye;0400311;040031103186;43; 09-12;4;43;October Count Day;12494,39939;770,5895274;13264,98892;537259,174;33135,34968;570394,5237;1;1;1;1;0;659,107193;7492,758608;111,4823344;5001,640787;8151,865801;5113,123122;0
AZ;2018-2019;79059;90389;E-Institute Charter Schools, Inc.;E-Institute at Grovers;0400311;040031103001;26; 09-12;4;26;October Count Day;16354,10317;2252,233368;18606,33653;425206,6823;58558,06757;483764,7499;1;1;1;1;0;1232,652819;11352,46238;1019,580549;5001,640787;12585,1152;6021,221336;0
AZ;2018-2019;79059;90075;E-Institute Charter Schools, Inc.;E-Institute at Metro;0400311;040031102919;54; 09-12;4;54;October Count Day;10407,16221;641,2925361;11048,45475;561986,7596;34629,79695;596616,5565;1;1;1;1;0;308,6094132;5405,521427;332,6831229;5001,640787;5714,13084;5334,32391;0
AZ;2018-2019;79059;81143;E-Institute Charter Schools, Inc.;E-Institute at Surprise;0400311;040031103144;149; 09-12;4;149;October Count Day;7205,111134;379,483603;7584,594737;1073561,559;56543,05684;1130104,616;1;1;1;1;0;273,8507339;2203,470346;105,632869;5001,640787;2477,32108;5107,273656;0
AZ;2018-2019;79059;90815;E-Institute Charter Schools, Inc.;E-Institute at Taylion;0400311;040031103189;227; 09-12;4;227;October Count Day;7270,419848;168,835196;7439,255044;1650385,306;38325,58948;1688710,895;1;1;1;1;0;131,4294852;2268,779061;37,40571077;5001,640787;2400,208546;5039,046498;0
AZ;2018-2019;79059;79117;E-Institute Charter Schools, Inc.;E-Institute at Union Hills;0400311;040031102151;85; 09-12;4;85;October Count Day;8591,178544;480,106571;9071,285115;730250,1762;40809,05853;771059,2348;1;1;1;1;0;392,1940614;3589,537757;87,91250957;5001,640787;3981,731818;5089,553297;0
AZ;2018-2019;4185;4795;Elfrida Elementary District;Elfrida Elementary School;0402760;040276000204;107; PK-08;3;107;October Count Day;11472,81211;884,3914526;12357,20356;1227590,895;94629,88543;1322220,781;1;1;1;1;0;244,8932985;8742,213226;639,4981541;2730,598881;8987,106525;3370,097035;0
AZ;2018-2019;4448;5940;Eloy Elementary District;Curiel School;0402790;040279000207;271; PK-03;2;271;October Count Day;9092,18663;2602,357441;11694,54407;2463982,577;705238,8664;3169221,443;1;1;1;1;0;2451,620742;6542,565969;150,7366987;2549,620661;8994,186711;2700,35736;0
AZ;2018-2019;4448;5941;Eloy Elementary District;Eloy Intermediate School;0402790;040279001060;267; 03-05;2;267;October Count Day;8182,503996;1311,176744;9493,680741;2184728,567;350084,1907;2534812,758;1;1;1;1;0;1161,58506;5618,292385;149,5916839;2564,211612;6779,877445;2713,803296;0
AZ;2018-2019;4448;5942;Eloy Elementary District;Eloy Junior High School;0402790;040279000209;285; 06-08;3;285;October Count Day;8576,157785;1146,129679;9722,287464;2444204,969;326646,9585;2770851,927;1;1;1;1;0;904,6640395;5783,879594;241,4656393;2792,278191;6688,543633;3033,743831;0
AZ;2018-2019;91277;91783;Empower College Prep;Empower College Prep;0400877;040087703354;249; 03-08;3;249;October Count Day;8994,019599;2695,327522;11689,34712;2239510,88;671136,5531;2910647,433;1;1;1;1;0;1679,779562;5109,268919;1015,54796;3884,750679;6789,048482;4900,298639;0
AZ;2018-2019;91277;92975;Empower College Prep;Empower Collegiate Academy;0400877;040087703522;403; 07-12;4;403;October Count Day;7713,659835;1568,007037;9281,666872;3108604,914;631906,836;3740511,75;1;1;1;1;0;977,2135242;4838,75771;590,793513;2874,902125;5815,971234;3465,695638;0
AZ;2018-2019;4335;5507;Espiritu Community Development Corp.;NFL YET College Prep Academy;0400052;040005200752;379; 07-12;4;380;October Count Day;-9432,831841;-1492,116934;-10924,94877;-3584476,099;-567004,4348;-4151480,534;1;1;1;1;0;-957,4631743;-8005,201497;-534,6537594;-1427,630344;-8962,664671;-1962,284103;1
AZ;2018-2019;92250;85886;Espiritu Community Development Corp.;Reyes Maria Ruiz Leadership Academy;0400895;040089502450;535; KG-06;2;537;October Count Day;-8191,996584;-855,5865069;-9047,583091;-4399102,166;-459449,9542;-4858552,12;1;1;1;1;0;-720,9110948;-6583,056999;-134,6754121;-1608,939585;-7303,968094;-1743,614997;1
AZ;2018-2019;92902;92903;Espiritu Schools;AIM Higher College Prep Academy;0400939;040093903495;54; 07-12;4;54;October Count Day;7191,658857;980,656045;8172,314902;388349,5783;52955,42643;441305,0047;1;1;1;1;0;663,6551078;5474,20806;317,0009372;1717,450797;6137,863168;2034,451734;0
AZ;2018-2019;92988;181823;Estrella Educational Foundation;Maricopa Institute of Technology;0400955;040095503519;162; 09-11;4;162;October Count Day;7655,514466;297,385342;7952,899808;1240193,344;48176,4254;1288369,769;1;1;1;1;0;227,5894207;4146,898365;69,79592126;3508,616102;4374,487786;3578,412023;0
AZ;2018-2019;92379;92893;Ethos Academy - A Challenge Foundation Academy;Ethos Academy- A Challenge Foundation Academy;0400942;040094203497;348; KG-08;3;348;October Count Day;6979,886146;1327,502567;8307,388713;2429000,379;461970,8931;2890971,272;1;1;1;1;0;452,3269442;4454,32892;875,1756224;2525,557227;4906,655864;3400,732849;0
AZ;2018-2019;79214;81173;Excalibur Charter Schools, Inc.;Avalon Elementary;0400235;040023503157;318; KG-08;3;318;October Count Day;8073,288301;1805,478534;9878,766835;2567305,68;574142,174;3141447,854;1;1;1;1;0;902,6764396;5431,796967;902,8020949;2641,491334;6334,473406;3544,293429;0
AZ;2018-2019;78783;92501;Fit Kids, Inc. dba Champion Schools;Champion Chandler;0400191;040019103434;504; KG-08;3;504;October Count Day;-960,613027;-2,347132622;-962,9601596;-484148,9656;-1182,954841;-485331,9205;1;1;1;1;0;-2,277979594;-484,0743092;-0,069153028;-476,5387178;-486,3522888;-476,6078708;1
AZ;2018-2019;78783;460111;Fit Kids, Inc. dba Champion Schools;Champion San Tan;0400191;040019103557;472; KG-08;3;472;October Count Day;-457,1897426;43,93441003;-413,2553326;-215793,5585;20737,04154;-195056,517;1;1;1;1;0;42,64038466;-251,3588989;1,294025377;-205,8308437;-208,7185142;-204,5368184;1
AZ;2018-2019;78783;78820;Fit Kids, Inc. dba Champion Schools;Champion Schools;0400191;040019101909;537; KG-08;3;537;October Count Day;1321,538299;-36,97829255;1284,560006;709666,0664;-19857,3431;689808,7233;1;1;1;1;0;-35,88917022;684,6684957;-1,089122333;636,869803;648,7793254;635,7806807;1
AZ;2018-2019;4202;4842;Flagstaff Arts And Leadership Academy;Flagstaff Arts And Leadership Academy;0400019;040001900498;318; 06-12;4;318;October Count Day;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1
AZ;2018-2019;4207;4851;Flagstaff Junior Academy;Flagstaff Junior Academy;0400098;040009801180;296; KG-08;3;296;October Count Day;-8491,019767;-447,1531634;-8938,172931;-2513341,851;-132357,3364;-2645699,188;1;1;1;1;0;-444,3426249;-7400,664327;-2,810538508;-1090,35544;-7845,006952;-1093,165979;1
