state;year;distid;schoolid;distname;schoolname;ncesdistid;ncesid;ncesenroll;gradespan;level;enroll_raw_OH;enrollmetric;pp_stloc_raw_OH;pp_fed_raw_OH;pp_total_raw_OH;pp_site_stloc_raw_OH;pp_site_fed_raw_OH;pp_site_raw_OH;pp_centshare_stloc_raw_OH;pp_centshare_fed_raw_OH;pp_centshare_raw_OH;schoolstloc_raw_OH;schoolfed_raw_OH;schooltot_raw_OH;countenroll;noaudit;nositecen;adfinvars;distflex;pp_weightedenroll_raw_OH;site_total_fed_raw_OH;site_total_stloc_raw_OH;pp_centshare_total_operational_OH;pp_site_fed_operational_OH;pp_site_stloc_operational_OH;pp_site_total_operational_OH;pp_total_operational_OH;schooltot_operational_OH;flag_NERDS
OH;2018-2019;043802;034082;Columbus City School District;Shady Lane Elementary School;3904380;390438000709;430; PK-05;2;435,477997;Weighted Enrollment;NA;NA;11636,36986;9750,6;888,6;10639,2;NA;NA;997,1698614;NA;NA;5067383,04;0;0;0;0;0;600,9234466;533987,99;5859357,28;1376,011542;1226,211183;13455,00191;14681,21309;15678,38295;6827590,804;0
OH;2018-2019;043802;034439;Columbus City School District;Sherwood Middle School;3904380;390438000711;529; 06-08;3;552,204413;Weighted Enrollment;NA;NA;8891,292168;7119,3;839,2;7958,5;NA;NA;932,7921683;NA;NA;4909810,773;0;0;0;0;0;814,5762002;683562,38;5799199,68;1375,994617;1237,879242;10501,90752;11739,78677;12672,57893;6997854,012;0
OH;2018-2019;043802;034587;Columbus City School District;Siebert Elementary School;3904380;390438000712;351; PK-06;2;357,493754;Weighted Enrollment;NA;NA;11182,09119;9426,8;756,8;10183,6;NA;NA;998,4911869;NA;NA;3997527,756;0;0;0;0;0;492,6512687;372847,38;4644133,53;1375,990334;1042,947956;12990,81027;14033,75822;15032,24941;5373935,273;0
OH;2018-2019;043802;035063;Columbus City School District;South High School;3904380;390438000714;969; 07-12;4;955,484516;Weighted Enrollment;NA;NA;10559,28282;8840,4;773,2;9613,6;NA;NA;945,6828177;NA;NA;10089231,23;0;0;0;0;0;1390,260567;1074914,1;12290472,3;1375,998782;1124,993741;12863,07846;13988,0722;14933,75502;14268971,69;0
OH;2018-2019;043802;033258;Columbus City School District;South Mifflin STEM Academy (K-6);3904380;390438000715;312; PK-06;2;316,737587;Weighted Enrollment;NA;NA;10784,18443;8927,3;937,3;9864,6;NA;NA;919,5844338;NA;NA;3415756,555;0;0;0;0;0;473,9486816;444240,62;4231085,39;1376,015503;1402,551002;13358,33057;14760,88157;15680,466;4966592,965;0
OH;2018-2019;043802;035279;Columbus City School District;Southwood Elementary School;3904380;390438000717;310; PK-06;2;309,594791;Weighted Enrollment;NA;NA;11762,35237;10088,8;732,9;10821,7;NA;NA;940,6523719;NA;NA;3641563,024;0;0;0;0;0;452,8743484;331901,79;4568944,64;1375,983519;1072,052243;14757,82143;15829,87367;16770,52604;5192067,504;0
OH;2018-2019;043802;026542;Columbus City School District;Special Education Center;3904380;390438004432;209; PK-12;4;240,638696;Weighted Enrollment;NA;NA;5199,032079;3944,9;519,5;4464,4;NA;NA;734,6320786;NA;NA;1251088,3;0;0;0;0;0;450,7319373;234169,3;1778113,37;1376,01369;973,1157287;7389,141479;8362,257207;9096,889286;2189063,575;1
OH;2018-2019;043802;008037;Columbus City School District;Starling PK-8;3904380;390438000617;592; PK-08;3;578,075327;Weighted Enrollment;NA;NA;11249,73779;9377,2;834,2;10211,4;NA;NA;1038,337791;NA;NA;6503195,852;0;0;0;0;0;766,0718477;639068,05;7183637,03;1376,01678;1105,509992;12426,81826;13532,32825;14570,66604;8422942,538;0
OH;2018-2019;043802;036053;Columbus City School District;Stewart Alternative Elementary School;3904380;390438000719;329; PK-06;2;324,434675;Weighted Enrollment;NA;NA;12313,98057;10381,6;861,6;11243,2;NA;NA;1070,78057;NA;NA;3995082,284;0;0;0;0;0;416,9083306;359209,28;4328193,8;1375,985289;1107,185229;13340,72506;14447,91029;15518,69086;5034801,426;0
OH;2018-2019;043802;036392;Columbus City School District;Sullivant Elementary School;3904380;390438000721;299; PK-05;2;314,417555;Weighted Enrollment;NA;NA;9693,426789;8180;722,2;8902,2;NA;NA;791,2267887;NA;NA;3047783,55;0;0;0;0;0;546,8011905;394922,97;4472826,47;1376,01652;1256,046184;14225,75298;15481,79916;16273,02595;5116525,032;0
OH;2018-2019;043802;037499;Columbus City School District;Trevitt Elementary School;3904380;390438000723;210; PK-05;2;226,105122;Weighted Enrollment;NA;NA;13245,08251;11397,2;877,9;12275,1;NA;NA;969,9825149;NA;NA;2994780,998;0;0;0;0;0;320,7569572;281583,56;3655741,37;1376,035347;1245,365684;16168,32621;17413,69189;18383,67441;4156642,945;0
OH;2018-2019;043802;038091;Columbus City School District;Valley Forge Elementary School;3904380;390438004433;352; PK-05;2;344,543527;Weighted Enrollment;NA;NA;10104,69592;8520;695,7;9215,7;NA;NA;888,9959152;NA;NA;3481507,57;0;0;0;0;0;533,2858137;370980,34;4543588,78;1375,991342;1076,729966;13187,27076;14264,00073;15152,99664;5220866,908;0
OH;2018-2019;043802;038190;Columbus City School District;Valleyview Elementary School;3904380;390438000575;265; PK-05;2;266,905746;Weighted Enrollment;NA;NA;10970,07477;9209,6;849,2;10058,8;NA;NA;911,27477;NA;NA;2927975,99;0;0;0;0;0;403,0285399;342261,17;3711726,26;1376,027851;1282,329718;13906,50563;15188,83535;16100,11012;4297211,902;0
OH;2018-2019;043802;039107;Columbus City School District;Walnut Ridge High School;3904380;390438000728;740; 09-12;4;711,81484;Weighted Enrollment;NA;NA;11896,07279;10204,2;752,4;10956,6;NA;NA;939,4727946;NA;NA;8467801,153;0;0;0;0;0;1042,55747;784460,35;10638516,74;1375,99601;1102,056751;14945,6237;16047,68045;16987,15324;12091707,77;0
OH;2018-2019;043802;006387;Columbus City School District;Watkins Elementary School;3904380;390438000607;339; PK-05;2;349,973074;Weighted Enrollment;NA;NA;12078,42002;10359,1;753,3;11112,4;NA;NA;966,0200213;NA;NA;4227121,784;0;0;0;0;0;498,4995853;375512,63;5164008,83;1375,993229;1072,975774;14755,4461;15828,42187;16794,4419;5877602,456;0
OH;2018-2019;043802;040162;Columbus City School District;Wedgewood Middle School;3904380;390438000731;547; 06-08;3;538,706661;Weighted Enrollment;NA;NA;8910,468711;7264,9;710,3;7975,2;NA;NA;935,2687109;NA;NA;4800128,847;0;0;0;0;0;792,5719757;562934,84;5757930,32;1376,013745;1044,974716;10688,4335;11733,40821;12668,67692;6824700,644;0
OH;2018-2019;043802;040188;Columbus City School District;Weinland Park Elementary School;3904380;390438000732;377; PK-05;2;378,925638;Weighted Enrollment;NA;NA;11757,8817;9845,4;914,3;10759,7;NA;NA;998,181697;NA;NA;4455362,824;0;0;0;0;0;522,3597082;477601,12;5142848,6;1376,021698;1260,408566;13572,18431;14832,59288;15830,77458;5998686,356;0
OH;2018-2019;043802;038562;Columbus City School District;West Broad Elementary School;3904380;390438000734;484; PK-05;2;480,442087;Weighted Enrollment;NA;NA;12074,75831;10284,1;777,8;11061,9;NA;NA;1012,858314;NA;NA;5801222,084;0;0;0;0;0;652,6957631;507640,05;6712379,68;1376,000038;1056,610284;13971,2566;15027,86689;16040,7252;7706639,492;0
OH;2018-2019;043802;040527;Columbus City School District;West High School;3904380;390438000733;912; 09-12;4;878,506841;Weighted Enrollment;NA;NA;11278,47001;9604,9;763,5;10368,4;NA;NA;910,0700078;NA;NA;9908213,058;0;0;0;0;0;1328,28745;1014084,29;12758133,84;1376,010423;1154,327141;14522,52076;15676,84791;16586,91791;14571720,86;0
OH;2018-2019;043802;038828;Columbus City School District;West Mound Elementary School;3904380;390438000735;422; PK-05;2;419,730379;Weighted Enrollment;NA;NA;11918,2247;10117,5;773,9;10891,4;NA;NA;1026,824703;NA;NA;5002440,972;0;0;0;0;0;562,4630943;435312,57;5690738,63;1376,004761;1037,124287;13558,08137;14595,20565;15622,03036;6557040,722;0
OH;2018-2019;043802;040725;Columbus City School District;Westgate Alternative Elementary School;3904380;390438000736;329; PK-05;2;331,348341;Weighted Enrollment;NA;NA;11316,55178;9594,7;741,8;10336,5;NA;NA;980,0517793;NA;NA;3749720,658;0;0;0;0;0;465,2198584;345084,89;4463631,93;1376,012774;1041,45652;13471,11598;14512,5725;15492,62427;5133455,351;0
OH;2018-2019;043802;040782;Columbus City School District;Westmoor Middle School;3904380;390438000737;502; 06-08;3;513,866489;Weighted Enrollment;NA;NA;8912,283571;7197,5;830,6;8028,1;NA;NA;884,1835706;NA;NA;4579723,867;0;0;0;0;0;799,70692;664244,19;5755890,59;1376,014461;1292,639633;11201,14021;12493,77984;13377,96341;6874487,087;0
OH;2018-2019;043802;040964;Columbus City School District;Whetstone High School;3904380;390438000738;960; 09-12;4;917,012903;Weighted Enrollment;NA;NA;10437,73799;8822;744,6;9566,6;NA;NA;871,1379864;NA;NA;9571540,412;0;0;0;0;0;1449,25246;1079117,25;12785242,71;1376,751478;1176,774336;13942,27133;15119,04567;15990,18366;14663204,73;0
OH;2018-2019;043802;041749;Columbus City School District;Windsor STEM Academy (K-6);3904380;390438000740;398; PK-06;2;418,438024;Weighted Enrollment;NA;NA;12405,73312;10435,6;912,3;11347,9;NA;NA;1057,833117;NA;NA;5191030,452;0;0;0;0;0;544,2974425;496556,05;5680067,24;1376,012281;1186,689597;13574,45288;14761,14248;15818,97559;6619260,889;0
OH;2018-2019;043802;041822;Columbus City School District;Winterset Elementary School;3904380;390438000741;268; PK-05;2;281,607537;Weighted Enrollment;NA;NA;9870,088135;8232;852,8;9084,8;NA;NA;785,2881351;NA;NA;2779491,21;0;0;0;0;0;493,4456318;420825,8;4062023,13;1376,017858;1494,369804;14424,41198;15918,78178;16704,06992;4703991,988;0
OH;2018-2019;043802;041947;Columbus City School District;Woodcrest Elementary School;3904380;390438004520;360; PK-05;2;347,026076;Weighted Enrollment;NA;NA;12809,70313;11056,8;763;11819,8;NA;NA;989,9031298;NA;NA;4445301,012;0;0;0;0;0;482,3858675;368079,41;5333657,03;1376,021322;1060,667873;15369,61456;16430,28243;17420,18556;6045258,639;0
OH;2018-2019;043802;042184;Columbus City School District;Woodward Park Middle School;3904380;390438000743;925; 06-08;3;923,936093;Weighted Enrollment;NA;NA;9072,001743;7323,8;750,7;8074,5;NA;NA;997,5017433;NA;NA;8381949,846;0;0;0;0;0;1274,530855;956783,39;9334368,42;1376,011566;1035,551482;10102,82907;11138,38055;12135,8823;11212779,67;0
OH;2018-2019;043802;042499;Columbus City School District;Yorktown Middle School;3904380;390438000744;385; 06-08;3;391,070194;Weighted Enrollment;NA;NA;9842,103216;8181,9;709,3;8891,2;NA;NA;950,9032156;NA;NA;3848953,214;0;0;0;0;0;565,8980127;401372,49;4630114,39;1376,004227;1026,343854;11839,59929;12865,94314;13816,84636;5403356,785;0
OH;2018-2019;009122;009122;Columbus Collegiate Academy;Columbus Collegiate Academy;3901305;390130505382;237; 06-08;3;NA;Weighted Enrollment;NA;NA;NA;6206,4;813,2;7019,6;NA;NA;NA;NA;NA;NA;0;0;0;0;0;324,561364;263917,98;2014369,82;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;012951;012951;Columbus Collegiate Academy - West;Columbus Collegiate Academy - West;3901478;390147805737;250; 06-08;3;NA;Weighted Enrollment;NA;NA;NA;5828,6;813,9;6642,5;NA;NA;NA;NA;NA;NA;0;0;0;0;0;329,5398395;268211,44;1920752,61;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;049312;007096;Columbus Grove Local;Columbus Grove Elementary School;3904931;390493103558;301; KG-04;2;295,255774;Weighted Enrollment;NA;NA;8826,376059;7708;364,8;8072,8;NA;NA;753,5760587;NA;NA;2606038,495;0;0;0;0;0;380,207116;138714,27;2930647,19;970,3958575;469,8105243;9925,79129;10395,60181;11149,17787;3291859,142;0
OH;2018-2019;049312;007104;Columbus Grove Local;Columbus Grove High School;3904931;390493103559;284; 09-12;4;283,571572;Weighted Enrollment;NA;NA;9848,240006;8726,3;277,3;9003,6;NA;NA;844,6400055;NA;NA;2792680,9;0;0;0;0;0;325,7852437;90353,3;2842915,18;970,3767132;318,6260857;10025,38851;10344,0146;11188,6546;3172784,374;0
OH;2018-2019;049312;038307;Columbus Grove Local;Columbus Grove Middle School;3904931;390493103560;259; 05-08;3;256,502252;Weighted Enrollment;NA;NA;9003,854618;7923,6;274,6;8198,2;NA;NA;805,6546181;NA;NA;2309508,986;0;0;0;0;0;308,9450919;84847,41;2447942,29;970,3737026;330,7862186;9543,550869;9874,337088;10679,99171;2739441,924;0
OH;2018-2019;000553;000553;Columbus Humanities, Arts and Technology Academy;Columbus Humanities, Arts and Technology Academy;3900304;390030404841;572; KG-08;3;NA;Weighted Enrollment;NA;NA;NA;6917,8;764,3;7682,1;NA;NA;NA;NA;NA;NA;0;0;0;0;0;750,330491;573510,26;5190633,32;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;012011;012011;Columbus Performance Academy;Columbus Performance Academy;3901398;390139805612;204; KG-08;3;NA;Weighted Enrollment;NA;NA;NA;5891,5;1388,9;7280,4;NA;NA;NA;NA;NA;NA;0;0;0;0;0;285,3086183;396252;1680884;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;000558;000558;Columbus Preparatory Academy;Columbus Preparatory Academy;3900307;390030704844;818; KG-12;4;NA;Weighted Enrollment;NA;NA;NA;7116,1;580,4;7696,5;NA;NA;NA;NA;NA;NA;0;0;0;0;0;873,3349615;506926,23;6214743,53;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;000952;000952;Columbus Preparatory and Fitness Academy;Columbus Preparatory and Fitness Academy;3900574;390057405066;431; KG-08;3;NA;Weighted Enrollment;NA;NA;NA;5724,8;1010,9;6735,7;NA;NA;NA;NA;NA;NA;0;0;0;0;0;635,2351783;642191;3636586;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;043810;007211;Conneaut Area City;Conneaut High School;3904381;390438100747;404; 09-12;4;357,027979;Weighted Enrollment;NA;NA;9682,709073;8363,3;495,9;8859,2;NA;NA;823,509073;NA;NA;3456998,052;0;0;0;0;0;461,5316606;228853,94;3859941,34;1064,553851;640,9972144;10811,31331;11452,31052;12275,81959;4382811,06;0
OH;2018-2019;043810;032813;Conneaut Area City;Conneaut Middle School;3904381;390438100750;357; 06-08;3;358,472222;Weighted Enrollment;NA;NA;8910,913465;7633,7;474,4;8108,1;NA;NA;802,8134651;NA;NA;3194314,95;0;0;0;0;0;475,3389755;225511,99;3628609,13;1064,541425;629,0919523;10122,42765;10751,5196;11554,33306;4141907,447;0
OH;2018-2019;043810;000388;Conneaut Area City;Gateway Elementary School;3904381;390438105273;390; 03-06;2;389,820296;Weighted Enrollment;NA;NA;8126,511116;6739,7;623,2;7362,9;NA;NA;763,6111155;NA;NA;3167878,969;0;0;0;0;0;543,4468692;338649,13;3662649,4;1064,547111;868,7313962;9395,738081;10264,46948;11028,08059;4298969,641;0
OH;2018-2019;043810;000389;Conneaut Area City;Lakeshore Primary Elementary School;3904381;390438105274;433; PK-02;2;443,180249;Weighted Enrollment;NA;NA;8557,207817;6994,9;733,2;7728,1;NA;NA;829,107817;NA;NA;3792385,491;0;0;0;0;0;569,0289131;417219,65;3980278,05;1064,547261;941,4220307;8981,172015;9922,594046;10751,70186;4764941,909;0
OH;2018-2019;047548;003277;Conotton Valley Union Local;Conotton Valley Elementary;3904754;390475402914;216; PK-05;2;213,568531;Weighted Enrollment;NA;NA;13044,72674;10451,4;590,8;11042,2;NA;NA;2002,526739;NA;NA;2785943,127;0;0;0;0;0;249,1241941;147183,72;2603684,45;2335,914648;689,1638918;12191,33005;12880,49394;14883,02068;3178544,864;0
OH;2018-2019;047548;007245;Conotton Valley Union Local;Conotton Valley High School;3904754;390475402916;190; 06-12;4;188,69466;Weighted Enrollment;NA;NA;19875,05119;17286,7;626;17912,7;NA;NA;1962,351189;NA;NA;3750316,027;0;0;0;0;0;224,6084047;140599,27;3882743,6;2335,840188;745,1152566;20576,85999;21321,97525;23284,32644;4393628,06;0
OH;2018-2019;012671;012671;Constellation Schools: Eastside Arts Academy;Constellation Schools: Eastside Arts Academy;3901432;390143205676;135; KG-06;2;NA;Weighted Enrollment;NA;NA;NA;7240;1009,1;8249,1;NA;NA;NA;NA;NA;NA;0;0;0;0;0;176,2355141;177840,43;1275947,58;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;132969;132969;Constellation Schools: Elyria Community;Constellation Schools: Elyria Community;3900103;390010304054;491; KG-08;3;NA;Weighted Enrollment;NA;NA;NA;6522,8;505,2;7028;NA;NA;NA;NA;NA;NA;0;0;0;0;0;581,0851278;293548,75;3790319,15;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;132951;132951;Constellation Schools: Lorain Community Elementary;Constellation Schools: Lorain Community Elementary;3900102;390010204160;188; KG-04;2;NA;Weighted Enrollment;NA;NA;NA;7198,8;1680,2;8879;NA;NA;NA;NA;NA;NA;0;0;0;0;0;248,6831968;417835,37;1790215,47;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;000320;000320;Constellation Schools: Lorain Community Middle;Constellation Schools: Lorain Community Middle;3900507;390050705217;137; 05-08;3;NA;Weighted Enrollment;NA;NA;NA;6152,6;835,5;6988,1;NA;NA;NA;NA;NA;NA;0;0;0;0;0;174,7602922;146014,41;1075222,17;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;000319;000319;Constellation Schools: Madison Community Elementary;Constellation Schools: Madison Community Elementary;3900506;390050605216;256; KG-08;3;NA;Weighted Enrollment;NA;NA;NA;7249,4;1316,2;8565,6;NA;NA;NA;NA;NA;NA;0;0;0;0;0;352,0011667;463293,97;2551813,12;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;134098;134098;Constellation Schools: Old Brooklyn Community Elementary;Constellation Schools: Old Brooklyn Community Elementary;3900019;390001901514;333; KG-04;2;NA;Weighted Enrollment;NA;NA;NA;8467,6;613,8;9081,4;NA;NA;NA;NA;NA;NA;0;0;0;0;0;383,9400027;235649,99;3251045,25;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;000321;000321;Constellation Schools: Old Brooklyn Community Middle;Constellation Schools: Old Brooklyn Community Middle;3900508;390050805218;273; 05-08;3;NA;Weighted Enrollment;NA;NA;NA;5662,7;670,5;6333,2;NA;NA;NA;NA;NA;NA;0;0;0;0;0;317,4156871;212815,21;1797433,9;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;133256;133256;Constellation Schools: Parma Community;Constellation Schools: Parma Community;3900068;390006803315;1460; KG-12;4;NA;Weighted Enrollment;NA;NA;NA;6423,9;436,9;6860,8;NA;NA;NA;NA;NA;NA;0;0;0;0;0;1693,24881;739807,6;10877311,76;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;143479;143479;Constellation Schools: Puritas Community Elementary;Constellation Schools: Puritas Community Elementary;3900211;390021104735;211; KG-04;2;NA;Weighted Enrollment;NA;NA;NA;8612,8;744,2;9357;NA;NA;NA;NA;NA;NA;0;0;0;0;0;284,6072192;211810,99;2451278,5;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;000534;000534;Constellation Schools: Puritas Community Middle;Constellation Schools: Puritas Community Middle;3900291;390029104828;176; 05-08;3;NA;Weighted Enrollment;NA;NA;NA;5045,6;730,1;5775,7;NA;NA;NA;NA;NA;NA;0;0;0;0;0;239,7426149;175041,71;1209640,46;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;143487;143487;Constellation Schools: Stockyard Community Elementary;Constellation Schools: Stockyard Community Elementary;3900212;390021204736;261; KG-06;2;NA;Weighted Enrollment;NA;NA;NA;7447,6;1054,9;8502,5;NA;NA;NA;NA;NA;NA;0;0;0;0;0;367,7965044;387983,47;2739207,86;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;012025;012025;Constellation Schools: Stockyard Community Middle;Constellation Schools: Stockyard Community Middle;3901403;390140305599;68; 07-08;3;NA;Weighted Enrollment;NA;NA;NA;8511,9;1173,7;9685,6;NA;NA;NA;NA;NA;NA;0;0;0;0;0;95,58862481;112192,26;813638,59;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;132993;132993;Constellation Schools: Westpark Community Elementary;Constellation Schools: Westpark Community Elementary;3900105;390010504154;323; KG-04;2;NA;Weighted Enrollment;NA;NA;NA;8037,1;824,9;8862;NA;NA;NA;NA;NA;NA;0;0;0;0;0;374,4314667;308868,64;3009333,77;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;000316;000316;Constellation Schools: Westpark Community Middle;Constellation Schools: Westpark Community Middle;3900503;390050305213;231; 05-08;3;NA;Weighted Enrollment;NA;NA;NA;6245,6;566,2;6811,8;NA;NA;NA;NA;NA;NA;0;0;0;0;0;285,6728742;161737,28;1784208,27;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;009149;009149;Constellation Schools: Westside Community School of the Arts;Constellation Schools: Westside Community School of the Arts;3901326;390132605397;337; KG-08;3;NA;Weighted Enrollment;NA;NA;NA;6685,4;997,4;7682,8;NA;NA;NA;NA;NA;NA;0;0;0;0;0;461,4682505;460291,37;3085089,4;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;049320;007260;Continental Local;Continental Local Elementary School;3904932;390493203561;266; KG-06;2;270,3889;Weighted Enrollment;NA;NA;10258,10397;9160,8;125,8;9286,6;NA;NA;971,5039732;NA;NA;2773677,449;0;0;0;0;0;345,6069962;43463,01;3166031,2;1241,761663;160,7425823;11709,17593;11869,91851;12841,42249;3472178,101;0
OH;2018-2019;049320;007278;Continental Local;Continental Local High School;3904932;390493203562;196; 07-12;4;196,271885;Weighted Enrollment;NA;NA;10444,4767;9406,6;115,3;9521,9;NA;NA;922,5767026;NA;NA;2049957,13;0;0;0;0;0;264,1726691;30455,09;2484966,94;1241,744583;155,1678683;12660,84004;12816,00791;13738,58461;2696497,898;0
OH;2018-2019;049981;001024;Copley-Fairlawn City;Arrowhead Primary Elementary School;3904998;390499803781;366; KG-04;2;369,352598;Weighted Enrollment;NA;NA;10408,2254;9204,5;323,5;9528;NA;NA;880,2254017;NA;NA;3844305,093;0;0;0;0;0;407,339767;131789,79;3749372,41;970,754807;356,8129498;10151,20086;10508,01381;11388,23921;4206275,739;0
OH;2018-2019;049981;007310;Copley-Fairlawn City;Copley High School;3904998;390499803782;983; 08-12;4;934,757949;Weighted Enrollment;NA;NA;11692,1497;10624,1;260,6;10884,7;NA;NA;807,4497034;NA;NA;10929329,88;0;0;0;0;0;1123,821244;292877,27;11939538,35;970,763748;313,3188333;12772,86635;13086,18518;13893,63488;12987185,65;0
OH;2018-2019;049981;007328;Copley-Fairlawn City;Copley-Fairlawn Middle School;3904998;390499803783;889; 05-08;3;900,502551;Weighted Enrollment;NA;NA;12119,47571;11004,5;293,3;11297,8;NA;NA;821,67571;NA;NA;10913618,79;0;0;0;0;0;1063,887845;312052,84;11707596,24;970,7588269;346,5318778;13001,18054;13347,71242;14169,38813;12759570,15;0
OH;2018-2019;049981;012609;Copley-Fairlawn City;Fort Island Primary Elementary School;3904998;390499803784;353; KG-04;2;353,281609;Weighted Enrollment;NA;NA;10999,61231;9748,8;342;10090,8;NA;NA;908,8123115;NA;NA;3885960,736;0;0;0;0;0;377,3613052;129069,16;3678820,67;970,7570144;365,343558;10413,28101;10778,62457;11687,43688;4128956,506;0
OH;2018-2019;049981;015933;Copley-Fairlawn City;Herberich Primary Elementary School;3904998;390499803785;239; KG-05;2;237,706895;Weighted Enrollment;NA;NA;10401,41978;9278,4;316,7;9595,1;NA;NA;806,3197776;NA;NA;2472489,199;0;0;0;0;0;286,1889246;90639,13;2655387,48;970,774491;381,3062722;11170,84753;11552,1538;12358,47358;2937694,381;0
OH;2018-2019;133439;133439;Cornerstone Academy Community School;Cornerstone Academy Community School;3900081;390008103441;814; KG-10;4;NA;Weighted Enrollment;NA;NA;NA;5855,1;491;6346,1;NA;NA;NA;NA;NA;NA;0;0;0;0;0;938,6444556;460853,98;5495811,54;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;047431;031120;Cory-Rawson Local;Cory-Rawson Elementary School;3904743;390474302893;293; KG-06;2;292,62384;Weighted Enrollment;NA;NA;11681,96803;10189;431,9;10620,9;NA;NA;1061,068031;NA;NA;3418422,344;0;0;0;0;0;352,4895662;152235,32;3591528,94;1278,144016;520,2423699;12273,53499;12793,77736;13854,84539;4054258,062;0
OH;2018-2019;047431;007401;Cory-Rawson Local;Cory-Rawson High School;3904743;390474302891;233; 07-12;4;224,377735;Weighted Enrollment;NA;NA;13994,94901;12602,7;342,2;12944,9;NA;NA;1050,049014;NA;NA;3140154,961;0;0;0;0;0;273,124041;93456,86;3442097,27;1278,1733;416,5157474;15340,63649;15757,15224;16807,20126;3771161,749;0
OH;2018-2019;043828;081810;Coshocton City;Coshocton Elementary;3904382;390438204152;901; PK-06;2;899,165118;Weighted Enrollment;NA;NA;8315,100217;7078,4;560,4;7638,8;NA;NA;676,300217;NA;NA;7476648,068;0;0;0;0;0;1307,861417;732977,9;9257547,44;983,6980353;815,1760843;10295,71461;11110,89069;11787,19091;10598630,9;0
OH;2018-2019;043828;007427;Coshocton City;Coshocton High School;3904382;390438200754;653; 07-12;4;633,14746;Weighted Enrollment;NA;NA;8509,867391;7285,8;518,7;7804,5;NA;NA;705,3673913;NA;NA;5388000,924;0;0;0;0;0;882,9797176;458043,43;6433198,7;983,6967521;723,4387863;10160,66415;10884,10294;11589,47033;7337843,702;0
OH;2018-2019;000598;000598;Coshocton Opportunity School;Coshocton Opportunity School;3900331;390033104868;40; 09-12;4;NA;Weighted Enrollment;NA;NA;NA;6239;643,8;6882,8;NA;NA;NA;NA;NA;NA;0;0;0;0;0;55,83998265;35951,24;348385,37;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;049999;037622;Coventry Local;Coventry Elementary School;3904999;390499903791;537; KG-04;2;532,182563;Weighted Enrollment;NA;NA;7939,454864;6318,6;392,7;6711,3;NA;NA;1228,154864;NA;NA;4225239,438;0;0;0;0;0;662,6946683;260257,58;4187288,54;1529,346763;489,0381574;7868,143061;8357,181218;9585,336081;5101148,723;0
OH;2018-2019;049999;007286;Coventry Local;Coventry High School;3904999;390499903788;666; 09-12;4;648,858493;Weighted Enrollment;NA;NA;9101,741709;7529,7;339,2;7868,9;NA;NA;1232,841709;NA;NA;5905742,409;0;0;0;0;0;804,9182571;272999,37;6060764,56;1529,357804;420,7379158;9340,6569;9761,394816;10994,23653;7133703,744;0
OH;2018-2019;049999;010702;Coventry Local;Coventry Middle School;3904999;390499903789;659; 05-08;3;650,438772;Weighted Enrollment;NA;NA;8896,172064;7346,9;342,9;7689,8;NA;NA;1206,372064;NA;NA;5786415,233;0;0;0;0;0;824,5824399;282719,49;6058158,29;1529,357201;434,6596516;9313,956287;9748,615939;10954,988;7125548,944;0
OH;2018-2019;045336;007526;Covington Exempted Village;Covington Elementary School;3904533;390453302178;415; KG-06;2;418,839062;Weighted Enrollment;NA;NA;10188,18398;8914;351,4;9265,4;NA;NA;922,7839798;NA;NA;4267209,422;0;0;0;0;0;481,1175527;169057,83;4288680,11;1059,995617;403,6343439;10239,44636;10643,08071;11565,86469;4844235,917;0
OH;2018-2019;045336;007534;Covington Exempted Village;Covington High School;3904533;390453302179;238; 09-12;4;213,50658;Weighted Enrollment;NA;NA;11863,31617;10622,1;293,1;10915,2;NA;NA;948,1161741;NA;NA;2532896,064;0;0;0;0;0;238,703965;69975,3;2535537,81;1060,009907;327,7430607;11875,68931;12203,43237;13151,54855;2807942,152;0
