state;year;distid;schoolid;distname;schoolname;ncesdistid;ncesid;ncesenroll;gradespan;level;enroll_raw_OH;enrollmetric;pp_stloc_raw_OH;pp_fed_raw_OH;pp_total_raw_OH;pp_site_stloc_raw_OH;pp_site_fed_raw_OH;pp_site_raw_OH;pp_centshare_stloc_raw_OH;pp_centshare_fed_raw_OH;pp_centshare_raw_OH;schoolstloc_raw_OH;schoolfed_raw_OH;schooltot_raw_OH;countenroll;noaudit;nositecen;adfinvars;distflex;pp_weightedenroll_raw_OH;site_total_fed_raw_OH;site_total_stloc_raw_OH;pp_centshare_total_operational_OH;pp_site_fed_operational_OH;pp_site_stloc_operational_OH;pp_site_total_operational_OH;pp_total_operational_OH;schooltot_operational_OH;flag_NERDS
OH;2018-2019;044297;030775;Mansfield City;Prospect Elementary School;3904429;390442901222;219; KG-03;2;235,125395;Weighted Enrollment;NA;NA;10668,13237;8891,5;562;9453,5;NA;NA;1214,632372;NA;NA;2508348,838;0;0;0;0;0;360,1396687;202381,85;3202185,75;1860,442595;860,7400745;13619,05527;14479,79534;15694,42772;3690158,516;0
OH;2018-2019;044297;034405;Mansfield City;Sherman Elementary School;3904429;390442901225;423; KG-03;2;431,143074;Weighted Enrollment;NA;NA;10808,47124;8964,7;670,5;9635,2;NA;NA;1173,27124;NA;NA;4659997,516;0;0;0;0;0;683,6401956;458414,49;6128658,38;1860,39259;1063,253749;14214,90626;15278,16001;16451,43125;7092920,639;0
OH;2018-2019;044297;015745;Mansfield City;Springmill STEM Elementary;3904429;390442905872;240; PK-03;2;249,599161;Weighted Enrollment;NA;NA;8115,864275;6488,5;360,2;6848,7;NA;NA;1267,164275;NA;NA;2025712,914;0;0;0;0;0;366,4539706;132012,33;2377731,14;1860,412423;528,8973307;9526,198447;10055,09578;11322,26005;2826026,61;0
OH;2018-2019;044297;041962;Mansfield City;Woodland Elementary School;3904429;390442901230;182; KG-03;2;178,116891;Weighted Enrollment;NA;NA;12146,44876;10322,6;533,7;10856,3;NA;NA;1290,148763;NA;NA;2163487,69;0;0;0;0;0;256,85069;137077,9;2651363,26;1860,438941;769,5951756;14885,52402;15655,1192;16945,26796;3018238,447;0
OH;2018-2019;044305;009030;Maple Heights City;Abraham Lincoln School;3904430;390443005353;557; PK-01;1;560,394192;Weighted Enrollment;NA;NA;8146,906161;6368,3;816,7;7185;NA;NA;961,9061607;NA;NA;4565478,895;0;0;0;0;0;807,2892468;659333,53;5141048,55;1385,69691;1176,553111;9173,986139;10350,53925;11312,44541;6339428,706;0
OH;2018-2019;044305;009029;Maple Heights City;Barack Obama School;3904430;390443005352;589; 03-05;2;592,195269;Weighted Enrollment;NA;NA;8923,453282;6995,4;947,5;7942,9;NA;NA;980,5532818;NA;NA;5284426,817;0;0;0;0;0;836,8906772;792929,46;5854364,38;1385,718433;1338,966219;9885,868203;11224,83442;12205,3877;7227972,854;0
OH;2018-2019;044305;009031;Maple Heights City;J.F. Kennedy School;3904430;390443005355;533; 01-03;2;537,183429;Weighted Enrollment;NA;NA;8879,107591;7036,3;881,7;7918;NA;NA;961,1075913;NA;NA;4769709,462;0;0;0;0;0;774,4963173;682895,45;5449615,91;1385,698534;1271,251891;10144,79527;11416,04716;12377,15475;6648802,432;0
OH;2018-2019;044305;022566;Maple Heights City;Maple Heights High School;3904430;390443001233;1089; 09-12;4;1020,337138;Weighted Enrollment;NA;NA;8418,316601;7117;358,1;7475,1;NA;NA;943,2166009;NA;NA;8589521,067;0;0;0;0;0;1499,011498;536722,54;10668424,12;1385,711131;526,024703;10455,78341;10981,80811;11925,02471;12167545,59;0
OH;2018-2019;044305;009522;Maple Heights City;Milkovich Middle School;3904430;390443001232;858; 06-08;3;850,017756;Weighted Enrollment;NA;NA;8217,73814;6790;478,5;7268,5;NA;NA;949,2381398;NA;NA;6985223,333;0;0;0;0;0;1240,867587;593767,55;8425552,47;1385,710865;698,5354668;9912,20761;10610,74308;11559,98122;9826189,294;0
OH;2018-2019;045831;000400;Mapleton Local;Mapleton Elementary School;3904583;390458305294;398; PK-05;2;400,555211;Weighted Enrollment;NA;NA;9083,653053;7560,5;732,4;8292,9;NA;NA;790,7530531;NA;NA;3638504,565;0;0;0;0;0;458,0192496;335461,55;3462873;904,1952521;837,4914139;8645,182749;9482,674162;10273,42722;4115074,806;0
OH;2018-2019;045831;022640;Mapleton Local;Mapleton High School;3904583;390458302354;268; 09-12;4;260,293305;Weighted Enrollment;NA;NA;9587,472978;8190,4;569,9;8760,3;NA;NA;827,1729782;NA;NA;2495555,028;0;0;0;0;0;284,5235231;162143,38;2330356,48;904,1729675;622,9256646;8952,809908;9575,735573;10402,90855;2707807,448;0
OH;2018-2019;045831;012410;Mapleton Local;Mapleton Middle School;3904583;390458305578;226; 06-08;3;226,440293;Weighted Enrollment;NA;NA;8866,615836;7555,7;533,3;8089;NA;NA;777,6158359;NA;NA;2007759,088;0;0;0;0;0;263,2965541;140413,94;1989385,36;904,1834706;620,0925557;8785,474235;9405,566791;10183,18263;2305882,858;0
OH;2018-2019;050211;022699;Maplewood Local;Maplewood Elementary School;3905021;390502103879;370; KG-06;2;365,350811;Weighted Enrollment;NA;NA;11005,36815;8044;511,2;8555,2;NA;NA;2450,168152;NA;NA;4020820,18;0;0;0;0;0;421,2240288;215343,95;3388327,1;2824,87316;589,4169207;9274,174295;9863,591216;12313,75937;4498841,971;0
OH;2018-2019;050211;022681;Maplewood Local;Maplewood High School;3905021;390502103877;314; 07-12;4;313,746049;Weighted Enrollment;NA;NA;10379,65439;7664,4;335,9;8000,3;NA;NA;2379,354394;NA;NA;3256575,556;0;0;0;0;0;372,4984611;125113,72;2854963,78;2824,914777;398,7738504;9099,600741;9498,374591;11877,72898;3726590,54;0
OH;2018-2019;046805;037432;Margaretta Local;Margaretta Elementary School;3904680;390468002660;557; PK-05;2;567,987363;Weighted Enrollment;NA;NA;10090,1843;8752,7;343,7;9096,4;NA;NA;993,7842978;NA;NA;5731097,171;0;0;0;0;0;701,3558592;241035,13;6138792,44;1227,13371;424,3670647;10807,97363;11232,34069;12226,12499;6944284,493;0
OH;2018-2019;046805;022764;Margaretta Local;Margaretta High School;3904680;390468002658;589; 06-12;4;578,675627;Weighted Enrollment;NA;NA;10992,6714;9606,1;350,5;9956,6;NA;NA;1036,071395;NA;NA;6361191,012;0;0;0;0;0;685,391367;240212,08;6583969,52;1227,137202;415,1066138;11377,65133;11792,75795;12828,82934;7423730,864;0
OH;2018-2019;044313;061275;Mariemont City;Mariemont Elementary School;3904431;390443101241;563; KG-06;2;564,031944;Weighted Enrollment;NA;NA;12813,62075;11198,1;265,5;11463,6;NA;NA;1350,020748;NA;NA;7227291,42;0;0;0;0;0;643,7720247;170931,78;7209051,23;1540,880085;303,0533675;12781,28182;13084,33518;14434,35593;8141437,837;0
OH;2018-2019;044313;022772;Mariemont City;Mariemont High School;3904431;390443101240;498; 09-12;4;480,788493;Weighted Enrollment;NA;NA;14269,4297;12629,6;269,3;12898,9;NA;NA;1370,529704;NA;NA;6860577,603;0;0;0;0;0;540,5518451;145576,65;6826942,5;1540,890372;302,7873007;14199,47149;14502,25879;15872,7885;7631454,061;0
OH;2018-2019;044313;122622;Mariemont City;Mariemont Junior High School;3904431;390443100606;293; 07-08;3;271,107332;Weighted Enrollment;NA;NA;8800,2103;7166,9;268,2;7435,1;NA;NA;1365,1103;NA;NA;2385801,535;0;0;0;0;0;306,0188396;82076,45;2193219,42;1540,900672;302,7452242;8089,85653;8392,601754;9757,712054;2645387,281;0
OH;2018-2019;044313;037002;Mariemont City;Terrace Park Elementary School;3904431;390443101242;296; PK-06;2;299,681818;Weighted Enrollment;NA;NA;14046,47443;12304;287;12591;NA;NA;1455,474426;NA;NA;4209472,992;0;0;0;0;0;317,2660418;91042,3;3903644,26;1540,876297;303,796542;13025,96296;13329,7595;14785,23392;4430865,782;0
OH;2018-2019;044321;015297;Marietta City;Harmar Elementary School;3910019;391001901244;261; KG-05;2;258,923106;Weighted Enrollment;NA;NA;9166,098068;7748,8;576,1;8324,9;NA;NA;841,1980676;NA;NA;2373314,582;0;0;0;0;0;301,7221149;173830,68;2337983,66;980,2449226;671,3602455;9029,644732;9701,004977;10542,20304;2729619,956;0
OH;2018-2019;044321;022798;Marietta City;Marietta High School;3910019;391001901246;774; 09-12;4;756,33831;Weighted Enrollment;NA;NA;8836,359288;7514;501,3;8015,3;NA;NA;821,0592876;NA;NA;6683277,05;0;0;0;0;0;902,988872;452701,22;6785074,8;980,2589532;598,5432894;8970,952166;9569,495455;10390,55474;7858774,614;0
OH;2018-2019;044321;022780;Marietta City;Marietta Middle School;3910019;391001901245;600; 06-08;3;595,369319;Weighted Enrollment;NA;NA;8671,155913;7358;513,1;7871,1;NA;NA;800,0559133;NA;NA;5162540,191;0;0;0;0;0;729,4683913;374278,61;5367458,68;980,2579363;628,6494753;9015,343097;9643,992572;10444,04849;6218066,034;0
OH;2018-2019;044321;029819;Marietta City;Phillips Elementary School;3910019;391001901249;352; KG-05;2;353,295455;Weighted Enrollment;NA;NA;7916,580637;6604,8;537,8;7142,6;NA;NA;773,9806372;NA;NA;2796891,958;0;0;0;0;0;447,4589975;240626,38;2955359,4;980,2690499;681,0910715;8365,121482;9046,212553;9820,19319;3469429,621;0
OH;2018-2019;044321;030924;Marietta City;Putnam Elementary School;3910019;391001901250;227; KG-05;2;232,235795;Weighted Enrollment;NA;NA;8143,164496;6714,4;639,7;7354,1;NA;NA;789,0644959;NA;NA;1891134,281;0;0;0;0;0;288,5121954;184574,21;1937184,27;980,2740788;794,77072;8341,454296;9136,225016;9925,289512;2305007,501;0
OH;2018-2019;044321;039578;Marietta City;Washington Elementary School;3910019;391001901252;320; KG-05;2;312,153406;Weighted Enrollment;NA;NA;8000,516536;6608,7;606,1;7214,8;NA;NA;785,7165359;NA;NA;2497388,486;0;0;0;0;0;389,4743155;236058,88;2573923,72;980,3398077;756,2271481;8245,701218;9001,928366;9787,644902;3055246,693;0
OH;2018-2019;044339;042861;Marion City;Benjamin Harrison Elementary School;3904433;390443301261;498; PK-05;2;499,639611;Weighted Enrollment;NA;NA;9023,883144;7182,5;685,1;7867,6;NA;NA;1156,283144;NA;NA;4508689,464;0;0;0;0;0;643,6780766;440959,75;4623196,66;1489,621907;882,5556267;9253,062724;10135,61835;11291,90149;5641881,27;0
OH;2018-2019;044339;039586;Marion City;George Washington Elementary School;3904433;390443301257;436; PK-05;2;440,857666;Weighted Enrollment;NA;NA;8509,731895;6814,3;672;7486,3;NA;NA;1023,431895;NA;NA;3751580,542;0;0;0;0;0;641,6785552;431234,8;4372570,55;1489,628854;978,1723973;9918,327132;10896,49953;11919,93142;5254993,147;0
OH;2018-2019;044339;015214;Marion City;Harding High School;3904433;390443301259;1105; 09-12;4;1062,898716;Weighted Enrollment;NA;NA;9428,900265;7790,5;578,6;8369,1;NA;NA;1059,800265;NA;NA;10021965,99;0;0;0;0;0;1493,97765;864356,12;11638829,53;1489,622563;813,2064768;10950,08335;11763,28982;12823,09009;13629645,99;0
OH;2018-2019;044339;147611;Marion City;James A. Garfield Elementary School;3904433;390443304540;418; PK-05;2;418,821189;Weighted Enrollment;NA;NA;7666,737681;6152,4;565,3;6717,7;NA;NA;949,0376813;NA;NA;3210992,191;0;0;0;0;0;657,3847407;371618,58;4044498,28;1489,616348;887,2965116;9656,861654;10544,15817;11493,19585;4813593,95;0
OH;2018-2019;044339;034611;Marion City;Rutherford B. Hayes Elementary School;3904433;390443301267;277; PK-05;2;267,800836;Weighted Enrollment;NA;NA;8725,544275;7045,8;662,2;7708;NA;NA;1017,544275;NA;NA;2336708,051;0;0;0;0;0;392,0423117;259594,6;2762264,73;1489,616;969,3569441;10314,62325;11283,9802;12301,52447;3294358,538;0
OH;2018-2019;044339;000351;Marion City;Ulysses S. Grant Middle School;3904433;390443305287;894; 06-08;3;887,820967;Weighted Enrollment;NA;NA;9042,289055;7421;580,1;8001,1;NA;NA;1041,189055;NA;NA;8027933,813;0;0;0;0;0;1270,196861;736792,47;9426144,81;1489,6191;829,8885669;10617,16851;11447,05707;12488,24613;11087326,75;0
OH;2018-2019;044339;147603;Marion City;William H. Taft Elementary School;3904433;390443304539;456; PK-05;2;448,106437;Weighted Enrollment;NA;NA;9082,296844;7316;711,3;8027,3;NA;NA;1054,996844;NA;NA;4069835,678;0;0;0;0;0;632,7166039;450038,79;4628951,52;1489,632741;1004,312263;10330,02684;11334,3391;12389,33594;5551741,187;0
OH;2018-2019;044339;000352;Marion City;William McKinley Elementary School;3904433;390443305288;418; PK-05;2;429,051219;Weighted Enrollment;NA;NA;9325,362234;7488,5;734,7;8223,2;NA;NA;1102,162234;NA;NA;4001058,034;0;0;0;0;0;579,8800214;426040,94;4342416,17;1489,616698;992,9838703;10120,97386;11113,95773;12216,11996;5241341,16;0
OH;2018-2019;048553;022822;Marion Local;Marion Local Elementary School;3910031;391003103297;576; KG-08;3;576,770676;Weighted Enrollment;NA;NA;9474,515719;8542,6;259,3;8801,9;NA;NA;672,6157189;NA;NA;5464622,836;0;0;0;0;0;630,5202779;163504,01;5386281,13;735,2971773;283,4818357;9338,687548;9622,169384;10294,7851;5937730,163;0
OH;2018-2019;048553;022863;Marion Local;Marion Local High School;3910031;391003103298;288; 09-12;4;259,609412;Weighted Enrollment;NA;NA;9480,839303;8596,6;231;8827,6;NA;NA;653,2393028;NA;NA;2461315,117;0;0;0;0;0;292,2218078;67508,87;2512103,28;735,299882;260,0401483;9676,472284;9936,512433;10589,75174;2749199,221;0
OH;2018-2019;000770;000770;Maritime Academy of Toledo, The;Maritime Academy of Toledo, The;3900428;390042804987;305; 05-12;4;NA;Weighted Enrollment;NA;NA;NA;6706,5;719,6;7426,1;NA;NA;NA;NA;NA;NA;0;0;0;0;0;416,0643944;299400,03;2790320,23;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;049882;020230;Marlington Local;Lexington Elementary School;3904988;390498803730;345; KG-05;2;345,121145;Weighted Enrollment;NA;NA;9794,039351;8545;440,3;8985,3;NA;NA;808,7393505;NA;NA;3380130,075;0;0;0;0;0;415,7218513;183045,41;3552361,42;974,1814574;530,3801655;10293,0854;10823,46557;11632,20492;4014519,881;0
OH;2018-2019;049882;022939;Marlington Local;Marlboro Elementary School;3904988;390498803731;NA; NA;NA;237,660282;Weighted Enrollment;NA;NA;10807,59998;9526,1;405,5;9931,6;NA;NA;875,9999762;NA;NA;2568537,258;0;0;0;0;0;264,2976556;107168,37;2517732,94;974,1835617;450,9309216;10593,83132;11044,76225;11920,76222;2833091,711;0
OH;2018-2019;049882;022947;Marlington Local;Marlington High School;3904988;390498803732;796; 09-12;4;676,389421;Weighted Enrollment;NA;NA;9434,850806;8343,5;285;8628,5;NA;NA;806,3508063;NA;NA;6381633,274;0;0;0;0;0;817,1737348;232907,13;6818078,51;974,185402;344,3388125;10080,10814;10424,44695;11230,79776;7596392,795;0
OH;2018-2019;049882;061820;Marlington Local;Marlington Middle School;3904988;390498803733;530; 06-08;3;524,356398;Weighted Enrollment;NA;NA;9742,962668;8548,5;348,5;8897;NA;NA;845,9626676;NA;NA;5108784,81;0;0;0;0;0;603,8368235;210413,05;5161882,73;974,1912408;401,2786929;9844,225702;10245,50439;11091,46706;5815881,717;0
OH;2018-2019;049882;039537;Marlington Local;Washington Elementary School;3904988;390498803734;297; KG-05;2;300,16142;Weighted Enrollment;NA;NA;9947,791462;8660,1;431,4;9091,5;NA;NA;856,2914623;NA;NA;2985943,211;0;0;0;0;0;341,4855722;147307,73;2957304,51;974,1797597;490,7617042;9852,380462;10343,14217;11199,43363;3361637,901;0
OH;2018-2019;132803;132803;Marshall High School;Marshall High School;3900101;390010103860;269; 09-12;4;NA;Weighted Enrollment;NA;NA;NA;10332,2;460,2;10792,4;NA;NA;NA;NA;NA;NA;0;0;0;0;0;415,169525;191044,51;4289621,52;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;044347;010004;Martins Ferry City;Anna Marie Ayers Elementary School;3904434;390443405465;594; PK-05;2;584,263993;Weighted Enrollment;NA;NA;8131,362313;3130,5;2433,1;5563,6;NA;NA;2567,762313;NA;NA;4750862,213;0;0;0;0;0;742,8433856;1807425,35;2325495,09;3264,69759;3093,508023;3980,212914;7073,720937;9641,48325;5633171,502;0
OH;2018-2019;044347;023036;Martins Ferry City;Martins Ferry High School;3904434;390443401272;416; 09-12;4;409,910535;Weighted Enrollment;NA;NA;9090,870468;5139,2;1337,4;6476,6;NA;NA;2614,270468;NA;NA;3726443,577;0;0;0;0;0;511,8985645;684635,11;2630745,57;3264,715556;1670,206183;6417,853032;8088,059215;10702,32968;4386997,686;0
OH;2018-2019;044347;010314;Martins Ferry City;Martins Ferry Middle School;3904434;390443401270;470; 05-08;3;471,880708;Weighted Enrollment;NA;NA;8266,34799;4507,6;1271,7;5779,3;NA;NA;2487,04799;NA;NA;3900730,142;0;0;0;0;0;619,4315977;787729,33;2792133,19;3264,715179;1669,339976;5917,031874;7586,371851;10073,41984;4753452,486;0
OH;2018-2019;045476;023127;Marysville Exempted Village;Bunsold Middle School;3904547;390454702231;863; 07-08;3;839,153566;Weighted Enrollment;NA;NA;7216,916228;5209,4;241,6;5451;NA;NA;1765,916228;NA;NA;6056100,988;0;0;0;0;0;1003,874307;242520,74;5229593,46;2112,554843;289,0063867;6231,98622;6520,992607;8286,908835;6953989,1;0
OH;2018-2019;045476;140590;Marysville Exempted Village;Creekview Intermediate Elementary School;3904547;390454704574;766; 05-06;2;764,351415;Weighted Enrollment;NA;NA;8952,434288;6946,7;239,8;7186,5;NA;NA;1765,934288;NA;NA;6842805,816;0;0;0;0;0;914,3818154;219234,56;6351966,21;2112,559967;286,8243006;8310,269446;8597,093746;10363,02803;7920995,142;0
OH;2018-2019;045476;009928;Marysville Exempted Village;Edgewood Elementary School;3904547;390454702229;333; KG-04;2;332,668572;Weighted Enrollment;NA;NA;10446,14853;8291,1;305,9;8597;NA;NA;1849,148527;NA;NA;3475105,313;0;0;0;0;0;380,0595463;116270,02;3151124,74;2112,57272;349,5070764;9472,264606;9821,771682;11670,92021;3882548,36;0
OH;2018-2019;045476;023119;Marysville Exempted Village;Marysville High School;3904547;390454702230;1104; 09-12;4;1064,727494;Weighted Enrollment;NA;NA;8999,188477;7126,8;238,4;7365,2;NA;NA;1633,988477;NA;NA;9581683,395;0;0;0;0;0;1376,576452;328143,89;9810551,81;2112,568777;308,1951878;9214,143398;9522,338586;11156,32706;11878448,16;0
OH;2018-2019;045476;014691;Marysville Exempted Village;Marysville STEM Early College High School;3904547;390454705841;581; 09-12;4;417,542671;Weighted Enrollment;NA;NA;9886,455101;7730,3;256,8;7987,1;NA;NA;1899,355101;NA;NA;4128016,87;0;0;0;0;0;464,410146;119283,57;3590035,3;2112,550025;285,6799515;8598,008178;8883,68813;10783,04323;4502380,672;1
OH;2018-2019;045476;125047;Marysville Exempted Village;Mill Valley Elementary School;3904547;390454700784;398; PK-04;2;393,683344;Weighted Enrollment;NA;NA;7786,731374;6226,2;197,4;6423,6;NA;NA;1363,131374;NA;NA;3065506,446;0;0;0;0;0;610,1202905;120423,27;3798733,73;2112,545838;305,8886586;9649,211194;9955,099853;11318,23123;4455799,118;0
OH;2018-2019;045476;146134;Marysville Exempted Village;Navin Elementary School;3904547;390454704575;452; KG-04;2;447,364735;Weighted Enrollment;NA;NA;9873,665666;7896,8;253,5;8150,3;NA;NA;1723,365666;NA;NA;4417129,824;0;0;0;0;0;548,3900826;138999,46;4330519,76;2112,54166;310,7072353;9680,065104;9990,772339;11714,13801;5240492,245;0
OH;2018-2019;045476;008112;Marysville Exempted Village;Northwood Elementary;3904547;390454705124;498; KG-04;2;495,545563;Weighted Enrollment;NA;NA;9984,885496;7940,3;220,7;8161;NA;NA;1823,885496;NA;NA;4947965,705;0;0;0;0;0;573,9839601;126688,77;4557626,24;2112,582774;255,6551394;9197,189079;9452,844218;11276,72971;5588133,375;0
OH;2018-2019;045476;031179;Marysville Exempted Village;Raymond Elementary School;3904547;390454702232;249; KG-04;2;250,392818;Weighted Enrollment;NA;NA;11328,75065;9185,4;209,2;9394,6;NA;NA;1934,150647;NA;NA;2836637,799;0;0;0;0;0;273,4868718;57221,27;2512091,2;2112,539865;228,5260035;10032,60086;10261,12686;12195,27751;3053609,901;0
OH;2018-2019;050450;121871;Mason City;Mason Early Childhood Center Elementary School;3905045;390504501106;2072; PK-02;2;1826,056723;Weighted Enrollment;NA;NA;9345,198185;8431,1;192,4;8623,5;NA;NA;721,6981846;NA;NA;17064861,97;0;0;0;0;0;2235,158622;430118,29;18844752,76;883,3843438;235,5448681;10319,91642;10555,46129;11277,15947;20592732,87;0
OH;2018-2019;050450;126193;Mason City;Mason Intermediate Elementary School;3905045;390504501468;2385; 03-06;2;2381,226342;Weighted Enrollment;NA;NA;10298,63948;9289,8;219,2;9509;NA;NA;789,6394793;NA;NA;24523391,61;0;0;0;0;0;2663,92148;583903;24747351,05;883,384134;245,2110451;10392,69162;10637,90267;11427,54214;27211564,38;0
OH;2018-2019;050450;005363;Mason City;Mason Middle School;3905045;390504503952;1714; 07-08;3;1712,851642;Weighted Enrollment;NA;NA;10628,672;9634,3;205,5;9839,8;NA;NA;788,8719968;NA;NA;18205338,28;0;0;0;0;0;1918,057868;394110,03;18479233,33;883,3819012;230,0899975;10788,57788;11018,66787;11807,53987;20224564,06;0
OH;2018-2019;050450;042358;Mason City;Western Row Elementary School;3905045;390504503953;NA; NA;NA;742,888504;Weighted Enrollment;NA;NA;11132,26273;10147,7;216,3;10364;NA;NA;768,2627264;NA;NA;8270030,003;0;0;0;0;0;854,208056;184750,37;8668245,55;883,3845274;248,6919221;11668,29949;11916,99141;12685,25414;9423729,467;0
OH;2018-2019;050450;041376;Mason City;William Mason High School;3905045;390504503954;3511; 09-12;4;3432,935585;Weighted Enrollment;NA;NA;10080,25634;9117,3;203;9320,3;NA;NA;759,9563377;NA;NA;34604870,69;0;0;0;0;0;3990,492729;810184,88;36382665,99;883,3839625;236,0035194;10598,12079;10834,12431;11594,08065;39801732,02;0
OH;2018-2019;012037;012037;Mason Run High School;Mason Run High School;3901410;390141005568;153; 09-11;4;NA;Weighted Enrollment;NA;NA;NA;6811,9;533,4;7345,3;NA;NA;NA;NA;NA;NA;0;0;0;0;0;234,6867904;125181,21;1598670,25;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;044354;012245;Massillon City;Franklin Elementary School;3904435;390443501279;374; KG-03;2;380,79412;Weighted Enrollment;NA;NA;8851,770949;7592,6;668,4;8261;NA;NA;590,7709491;NA;NA;3370702,329;0;0;0;0;0;555,562931;371350,04;4218188,42;861,9104728;975,1989868;11077,34652;12052,54551;12643,31646;4814500,564;0
OH;2018-2019;044354;013896;Massillon City;Gorrell Elementary School;3904435;390443501280;393; KG-03;2;397,441174;Weighted Enrollment;NA;NA;9684,145975;8463,4;532,5;8995,9;NA;NA;688,2459747;NA;NA;3848878,345;0;0;0;0;0;497,7310186;265021,96;4212512,4;861,9171651;666,8205947;10599,08403;11265,90462;11954,1506;4751071,648;0
OH;2018-2019;044354;013124;Massillon City;Massillon Intermediate School;3904435;390443505734;875; 04-06;2;873,13295;Weighted Enrollment;NA;NA;6731,340365;5764,6;338,8;6103,4;NA;NA;627,9403646;NA;NA;5877355,07;0;0;0;0;0;1198,470655;406076,52;6908726,5;861,9169624;465,0798255;7912,571047;8377,650872;9005,591237;7863078,443;0
OH;2018-2019;044354;000737;Massillon City;Massillon Junior High School;3904435;390443501276;570; 07-08;3;576,468211;Weighted Enrollment;NA;NA;9491,370544;8408,1;469;8877,1;NA;NA;614,2705437;NA;NA;5471473,397;0;0;0;0;0;808,8794671;379404,41;6801160,11;861,9223411;658,1532212;11797,97946;12456,13268;13070,40322;7534671,961;0
OH;2018-2019;044354;039602;Massillon City;Washington High School;3904435;390443501286;1207; 09-12;4;1197,681366;Weighted Enrollment;NA;NA;9697,376329;8697,3;395,6;9092,9;NA;NA;604,4763295;NA;NA;11614366,93;0;0;0;0;0;1707,765912;675637,09;14852903,13;861,9187868;564,1208999;12401,38116;12965,50206;13569,97839;16252510,26;0
OH;2018-2019;044354;041178;Massillon City;Whittier Elementary School;3904435;390443501287;336; KG-03;2;342,329408;Weighted Enrollment;NA;NA;9724,235378;8458,9;597,2;9056,1;NA;NA;668,1353781;NA;NA;3328891,74;0;0;0;0;0;441,6187043;263747,37;3735613,34;861,9215092;770,4490582;10912,33547;11682,78452;12350,9199;4228083,098;0
OH;2018-2019;149427;149427;Massillon Digital Academy, Inc;Massillon Digital Academy, Inc;NA;NA;NA; NA;NA;NA;Weighted Enrollment;NA;NA;NA;10884,2;820,7;11704,9;NA;NA;NA;NA;NA;NA;0;0;0;0;0;48,94877317;40170,61;532770,57;NA;NA;NA;NA;NA;NA;1
OH;2018-2019;050153;001461;Mathews Local;Baker Elementary School;3905015;390501503850;206; 03-06;2;204,028899;Weighted Enrollment;NA;NA;9317,669738;7511,7;515,6;8027,3;NA;NA;1290,369738;NA;NA;1901073,898;0;0;0;0;0;245,3459894;126498,45;1842954,74;1551,677442;620,0026105;9032,812259;9652,814869;10943,18461;2232725,907;0
OH;2018-2019;050153;007898;Mathews Local;Currie Elementary School;3905015;390501503851;131; KG-02;2;129,641616;Weighted Enrollment;NA;NA;13656,08571;11734,8;605;12339,8;NA;NA;1316,285706;NA;NA;1770397,019;0;0;0;0;0;152,8227565;92456,06;1793345,37;1551,649973;713,166519;13833,09947;14546,26599;15862,5517;2056446,836;0
OH;2018-2019;050153;023218;Mathews Local;Mathews High School;3905015;390501503852;198; 09-12;4;197,569003;Weighted Enrollment;NA;NA;12440,58846;10663,7;435,9;11099,6;NA;NA;1340,988463;NA;NA;2457874,659;0;0;0;0;0;228,6099534;99641,6;2437828,45;1551,677163;504,3382235;12339,12412;12843,46234;14184,4508;2802407,804;0
OH;2018-2019;050153;026500;Mathews Local;Mathews Junior High School;3905015;390501503853;105; 07-08;3;104,31091;Weighted Enrollment;NA;NA;9812,955488;8029,8;394,7;8424,5;NA;NA;1388,455488;NA;NA;1023598,317;0;0;0;0;0;116,5717169;46006,1;936042,67;1551,65591;441,0478252;8973,583588;9414,631413;10803,0869;1126879,825;0
OH;2018-2019;044362;011007;Maumee City;Fairfield Elementary School;3904436;390443601289;279; KG-03;2;282,524646;Weighted Enrollment;NA;NA;11296,44279;9765,2;399,7;10164,9;NA;NA;1131,542786;NA;NA;3191523,499;0;0;0;0;0;349,9233745;139857,9;3417084,14;1401,482227;495,0290248;12094,81788;12589,8469;13721,38969;3876630,765;0
OH;2018-2019;044362;012666;Maumee City;Fort Miami Elementary School;3904436;390443601290;332; KG-03;2;329,053478;Weighted Enrollment;NA;NA;10209,56902;8722,9;387;9109,9;NA;NA;1099,669018;NA;NA;3359494,194;0;0;0;0;0;419,3675119;162313,05;3658092,49;1401,490915;493,2725555;11117,01512;11610,28767;12709,95669;4182255,455;0
OH;2018-2019;044362;023234;Maumee City;Gateway Middle School;3904436;390443601291;548; 06-08;3;545,833335;Weighted Enrollment;NA;NA;12563,55985;10901,7;473,3;11375;NA;NA;1188,55985;NA;NA;6857609,772;0;0;0;0;0;643,6223469;304618,64;7016555,92;1401,496814;558,0799494;12854,7589;13412,83885;14601,3987;7969930,147;0
OH;2018-2019;044362;023242;Maumee City;Maumee High School;3904436;390443601292;660; 09-12;4;640,030796;Weighted Enrollment;NA;NA;12835,63969;11371,8;262,8;11634,6;NA;NA;1201,03969;NA;NA;8215204,688;0;0;0;0;0;746,8575413;196292,13;8493090,8;1401,503733;306,6916955;13269,81585;13576,50754;14777,54723;9458085,319;0
