state;year;distid;schoolid;distname;schoolname;ncesdistid;ncesid;ncesenroll;gradespan;level;enroll_raw_CT;enrollmetric;pp_stloc_raw_CT;pp_fed_raw_CT;pp_total_raw_CT;schoolstloc_raw_CT;schoolfed_raw_CT;schooltot_raw_CT;countenroll;noaudit;nositecen;adfinvars;distflex;site_tot_raw_CT;pp_site_private_raw_CT;pp_cent_private_raw_CT;ppsitestloc_operational_CT;ppcentstloc_operational_CT;pptotstloc_operational_CT;schoolstloc_operational_CT;schooltot_operational_CT;flag_NERDS
CT;2018-2019;890011;890611;New Britain School District;Holmes Elementary School;0902670;090267000513;518; KG-05;2;518;October Count Day;13191;1550;14832;6832938;802900;7635838;1;0;1;0;0;6472646;90;0;11027;2254;13281;6879558;7682458;0
CT;2018-2019;890011;895411;New Britain School District;House of Arts Letters and Science (HALS)  Academy;0902670;090267001445;148; 06-08;3;148;October Count Day;12714;510;13315;1881672;75480;1957152;1;0;1;0;0;1624867;90;0;10550;2254;12804;1894992;1970472;0
CT;2018-2019;890011;890711;New Britain School District;Jefferson Elementary School;0902670;090267000514;453; KG-05;2;453;October Count Day;12243;1575;13908;5546079;713475;6259554;1;0;1;0;0;5241990;90;0;10079;2254;12333;5586849;6300324;0
CT;2018-2019;890011;890811;New Britain School District;Lincoln Elementary School;0902670;090267000515;738; KG-05;2;738;October Count Day;11998;1309;13398;8854524;966042;9820566;1;0;1;0;0;8163439;90;0;9834;2254;12088;8920944;9886986;0
CT;2018-2019;890011;896111;New Britain School District;New Britain High School;0902670;090267000521;2208; 09-12;4;2208;October Count Day;14938;990;16028;32983104;2185920;35169024;1;0;1;0;0;30231422;99;0;12783;2254;15037;33201696;35387616;0
CT;2018-2019;890011;890911;New Britain School District;Northend Elementary School;0902670;090267000517;277; KG-05;2;277;October Count Day;12017;1958;14066;3328709;542366;3871075;1;0;1;0;0;3249169;90;0;9853;2254;12107;3353639;3896005;0
CT;2018-2019;890011;895311;New Britain School District;Pulaski Middle School;0902670;090267000518;875; 06-08;3;875;October Count Day;12707;1362;14160;11118625;1191750;12310375;1;0;1;0;0;10345479;90;0;10543;2254;12797;11197375;12389125;0
CT;2018-2019;890011;895211;New Britain School District;Slade Middle School;0902670;090267000522;866; 06-08;3;866;October Count Day;13832;1416;15338;11978512;1226256;13204768;1;0;1;0;0;11259320;90;0;11668;2254;13922;12056452;13282708;0
CT;2018-2019;890011;891211;New Britain School District;Smalley Elementary School;0902670;090267000523;661; KG-05;2;661;October Count Day;10371;1379;11841;6855231;911519;7766750;1;0;1;0;0;6282617;90;0;8207;2254;10461;6914721;7826240;0
CT;2018-2019;890011;891311;New Britain School District;Smith Elementary School;0902670;090267000524;536; KG-05;2;536;October Count Day;13083;1357;14530;7012488;727352;7739840;1;0;1;0;0;6535881;90;0;10919;2254;13173;7060728;7788080;0
CT;2018-2019;890011;891511;New Britain School District;Vance Elementary School;0902670;090267000527;463; KG-05;2;463;October Count Day;13561;1125;14777;6278743;520875;6799618;1;0;1;0;0;5759860;91;0;11398;2254;13652;6320876;6841751;0
CT;2018-2019;900011;900411;New Canaan School District;East School;0902700;090270000530;535; KG-04;2;535;October Count Day;21919;245;22237;11726665;131075;11857740;1;0;1;0;0;9574864;73;0;17652;4340;21992;11765720;11896795;0
CT;2018-2019;900011;906111;New Canaan School District;New Canaan High School;0902700;090270000531;1284; 09-12;4;1284;October Count Day;22152;245;22594;28443168;314580;28757748;1;0;1;0;0;23438769;197;0;18009;4340;22349;28696116;29010696;0
CT;2018-2019;900011;905111;New Canaan School District;Saxe Middle School;0902700;090270000532;1334; 05-08;3;1334;October Count Day;21373;245;21670;28511582;326830;28838412;1;0;1;0;0;23118630;52;0;17085;4340;21425;28580950;28907780;0
CT;2018-2019;900011;900211;New Canaan School District;South School;0902700;090270000533;519; KG-04;2;519;October Count Day;21374;245;21838;11093106;127155;11220261;1;0;1;0;0;9081706;220;0;17254;4340;21594;11207286;11334441;0
CT;2018-2019;900011;900311;New Canaan School District;West School;0902700;090270000534;484; PK-04;2;484;October Count Day;22685;245;23074;10979540;118580;11098120;1;0;1;0;0;9067386;144;0;18489;4340;22829;11049236;11167816;0
CT;2018-2019;910011;910111;New Fairfield School District;Consolidated School;0902730;090273000535;484; PK-02;2;484;October Count Day;17218;715;17962;8333512;346060;8679572;1;0;1;0;0;7009987;10;20;13824;3424;17248;8348032;8694092;0
CT;2018-2019;910011;910211;New Fairfield School District;Meeting House Hill School;0902730;090273001195;457; 03-05;2;457;October Count Day;17237;205;17473;7877309;93685;7970994;1;0;1;0;0;6395405;10;20;13843;3424;17267;7891019;7984704;0
CT;2018-2019;910011;916111;New Fairfield School District;New Fairfield High School;0902730;090273000537;777; 09-12;4;777;October Count Day;18602;178;18810;14453754;138306;14592060;1;0;1;0;0;11912369;11;20;15209;3424;18633;14477841;14616147;0
CT;2018-2019;910011;915211;New Fairfield School District;New Fairfield Middle School;0902730;090273001224;512; 06-08;3;512;October Count Day;17817;147;18009;9122304;75264;9197568;1;0;1;0;0;7439384;25;20;14438;3424;17862;9145344;9220608;0
CT;2018-2019;920011;920311;New Hartford School District;Ann Antolini School;0902760;090276000538;260; 03-06;2;260;October Count Day;16452;306;16813;4277520;79560;4357080;1;0;1;0;0;3709897;55;0;13967;2540;16507;4291820;4371380;0
CT;2018-2019;920011;920111;New Hartford School District;Bakerville Consolidated School;0902760;090276000539;90; KG-02;2;90;October Count Day;22784;622;23476;2050560;55980;2106540;1;0;1;0;0;1883809;69;0;20313;2540;22853;2056770;2112750;0
CT;2018-2019;920011;920211;New Hartford School District;New Hartford Elementary School;0902760;090276000540;96; PK-02;2;96;October Count Day;15875;267;16190;1524000;25632;1549632;1;0;1;0;0;1309969;47;0;13382;2540;15922;1528512;1554144;0
CT;2018-2019;930011;931511;New Haven School District;Augusta Lewis Troup School;0902790;090279000580;459; PK-08;3;459;October Count Day;14321;1648;16059;6573339;756432;7329771;1;0;1;0;0;4969743;89;1;9259;5152;14411;6614649;7371081;0
CT;2018-2019;930011;932811;New Haven School District;Barack H. Obama Magnet University School;0902790;090279001509;267; KG-04;2;267;October Count Day;16475;2783;19348;4398825;743061;5141886;1;0;1;0;0;3769236;89;1;11413;5152;16565;4422855;5165916;0
CT;2018-2019;930011;930211;New Haven School District;Barnard Environmental Magnet School;0902790;090279000542;546; PK-08;3;546;October Count Day;14571;1286;15947;7955766;702156;8657922;1;0;1;0;0;5850880;89;1;9509;5152;14661;8004906;8707062;0
CT;2018-2019;930011;930311;New Haven School District;Beecher School;0902790;090279000543;481; PK-08;3;481;October Count Day;14885;1220;16195;7159685;586820;7746505;1;0;1;0;0;5273775;89;1;9823;5152;14975;7202975;7789795;0
CT;2018-2019;930011;931811;New Haven School District;Benjamin Jepson Magnet School;0902790;090279000544;511; PK-08;3;511;October Count Day;15408;1221;16720;7873488;623931;8497419;1;0;1;0;0;5870640;89;1;10346;5152;15498;7919478;8543409;0
CT;2018-2019;930011;935511;New Haven School District;Betsy Ross Arts Magnet School;0902790;090279000545;448; 05-08;3;448;October Count Day;17323;1160;18574;7760704;519680;8280384;1;0;1;0;0;5977478;89;1;12261;5152;17413;7801024;8320704;0
CT;2018-2019;930011;934311;New Haven School District;Bishop Woods Architecture and Design Magnet School;0902790;090279000546;448; KG-08;3;448;October Count Day;14495;2504;17089;6493760;1121792;7615552;1;0;1;0;0;5312443;89;1;9433;5152;14585;6534080;7655872;0
CT;2018-2019;930011;932111;New Haven School District;Brennan Rogers School;0902790;090279001585;478; PK-08;3;478;October Count Day;15761;1777;17629;7533758;849406;8383164;1;0;1;0;0;5926007;89;1;10699;5152;15851;7576778;8426184;0
CT;2018-2019;930011;934811;New Haven School District;Celentano BioTech, Health and Medical Magnet School;0902790;090279001484;388; PK-08;3;388;October Count Day;15272;2024;17387;5925536;785312;6710848;1;0;1;0;0;4716312;89;1;10210;5152;15362;5960456;6745768;0
CT;2018-2019;930011;930611;New Haven School District;Clinton Avenue School;0902790;090279000550;493; KG-08;3;493;October Count Day;15018;1310;16419;7403874;645830;8049704;1;0;1;0;0;5515682;89;1;9956;5152;15108;7448244;8094074;0
CT;2018-2019;930011;934111;New Haven School District;Columbus Family Academy;0902790;090279000549;496; PK-08;3;496;October Count Day;13064;1456;14645;6479744;722176;7201920;1;0;1;0;0;4669365;124;1;8037;5152;13189;6541744;7263920;0
CT;2018-2019;930011;933111;New Haven School District;Conte/West Hills Magnet School;0902790;090279000584;662; PK-08;3;662;October Count Day;13601;1257;14949;9003862;832134;9835996;1;0;1;0;0;6433000;89;1;8539;5152;13691;9063442;9895576;0
CT;2018-2019;930011;936411;New Haven School District;Cooperative High School - Inter-District Magnet;0902790;090279001207;630; 09-12;4;630;October Count Day;16190;1160;17440;10199700;730800;10930500;1;0;1;0;0;7691598;89;1;11128;5152;16280;10256400;10987200;0
CT;2018-2019;930011;930911;New Haven School District;Davis Academy for Arts & Design Innovation;0902790;090279000551;517; PK-08;3;517;October Count Day;14301;1899;16290;7393617;981783;8375400;1;0;1;0;0;5717368;89;1;9239;5152;14391;7440147;8421930;0
CT;2018-2019;930011;934611;New Haven School District;East Rock Community Magnet School;0902790;090279000552;482; PK-08;3;482;October Count Day;15010;1853;16953;7234820;893146;8127966;1;0;1;0;0;5650052;89;1;9948;5152;15100;7278200;8171346;0
CT;2018-2019;930011;931211;New Haven School District;Edgewood School;0902790;090279000553;438; KG-08;3;438;October Count Day;13631;2017;15738;5970378;883446;6853824;1;0;1;0;0;4601891;89;1;8569;5152;13721;6009798;6893244;0
CT;2018-2019;930011;931711;New Haven School District;Engineering - Science University Magnet School;0902790;090279001519;601; 06-12;4;601;October Count Day;15992;1363;17445;9611192;819163;10430355;1;0;1;0;0;7340490;89;1;10930;5152;16082;9665282;10484445;0
CT;2018-2019;930011;931611;New Haven School District;Fair Haven School;0902790;090279000554;812; PK-08;3;812;October Count Day;14137;2260;16487;11479244;1835120;13314364;1;0;1;0;0;9139798;89;1;9075;5152;14227;11552324;13387444;0
CT;2018-2019;930011;936611;New Haven School District;High School In The Community;0902790;090279000558;239; 09-12;4;239;October Count Day;17198;2580;19868;4110322;616620;4726942;1;0;1;0;0;3498225;89;1;12136;5152;17288;4131832;4748452;0
CT;2018-2019;930011;930711;New Haven School District;Hill Central Music Academy;0902790;090279000559;485; PK-08;3;485;October Count Day;13854;1476;15421;6719190;715860;7435050;1;0;1;0;0;4942194;90;1;8793;5152;13945;6763325;7479185;0
CT;2018-2019;930011;936311;New Haven School District;Hill Regional Career High School;0902790;090279000556;700; 09-12;4;700;October Count Day;15830;1238;17266;11081000;866600;11947600;1;0;1;0;0;8424207;197;1;10876;5152;16028;11219600;12086200;0
CT;2018-2019;930011;936211;New Haven School District;James Hillhouse High School;0902790;090279000563;946; 09-12;4;946;October Count Day;15076;2228;17394;14261896;2107688;16369584;1;0;1;0;0;11505903;89;1;10014;5152;15166;14347036;16454724;0
CT;2018-2019;930011;931311;New Haven School District;John C. Daniels;0902790;090279001443;540; PK-08;3;540;October Count Day;15455;1343;16889;8345700;725220;9070920;1;0;1;0;0;6295121;89;1;10393;5152;15545;8394300;9119520;0
CT;2018-2019;930011;930811;New Haven School District;John S. Martinez Sea and Sky STEM School;0902790;090279001386;552; PK-08;3;552;October Count Day;12977;2119;15187;7163304;1169688;8332992;1;0;1;0;0;5495349;89;1;7915;5152;13067;7212984;8382672;0
CT;2018-2019;930011;933011;New Haven School District;King/Robinson Magnet School;0902790;090279001388;509; PK-08;3;509;October Count Day;15354;1828;17272;7815186;930452;8745638;1;0;1;0;0;6128705;89;1;10292;5152;15444;7860996;8791448;0
CT;2018-2019;930011;932011;New Haven School District;Lincoln-Bassett School;0902790;090279000566;371; PK-06;2;371;October Count Day;14372;2597;17059;5332012;963487;6295499;1;0;1;0;0;4388064;89;1;9310;5152;14462;5365402;6328889;0
CT;2018-2019;930011;931911;New Haven School District;Mauro-Sheridan Magnet School;0902790;090279001564;548; PK-08;3;548;October Count Day;15597;1185;16873;8547156;649380;9196536;1;0;1;0;0;6379632;89;1;10535;5152;15687;8596476;9245856;0
CT;2018-2019;930011;936011;New Haven School District;Metropolitan Business Academy;0902790;090279001485;410; 09-12;4;410;October Count Day;15479;1180;16749;6346390;483800;6830190;1;0;1;0;0;4722244;89;1;10417;5152;15569;6383290;6867090;0
CT;2018-2019;930011;931411;New Haven School District;Nathan Hale School;0902790;090279000568;530; PK-08;3;530;October Count Day;14136;1247;15474;7492080;660910;8152990;1;0;1;0;0;5428488;89;1;9074;5152;14226;7539780;8200690;0
CT;2018-2019;930011;937011;New Haven School District;New Haven Academy;0902790;090279000547;304; 09-12;4;304;October Count Day;15222;1160;16486;4627488;352640;4980128;1;0;1;0;0;3421457;103;1;10174;5152;15326;4659104;5011744;0
CT;2018-2019;930011;933511;New Haven School District;Quinnipiac Real World Math STEM School;0902790;090279001612;279; KG-05;2;279;October Count Day;13838;1257;15185;3860802;350703;4211505;1;0;1;0;0;2777182;89;1;8776;5152;13928;3885912;4236615;0
CT;2018-2019;930011;934211;New Haven School District;Roberto Clemente Leadership Academy for Global Awareness;0902790;090279001483;475; KG-08;3;475;October Count Day;14640;2133;16863;6954000;1013175;7967175;1;0;1;0;0;5525309;89;1;9578;5152;14730;6996750;8009925;0
CT;2018-2019;930011;931011;New Haven School District;Ross/Woodward School;0902790;090279001387;658; PK-08;3;658;October Count Day;14039;1181;15311;9237662;777098;10014760;1;0;1;0;0;6632187;89;1;8977;5152;14129;9296882;10073980;0
CT;2018-2019;930011;936711;New Haven School District;Sound School;0902790;090279001216;318; 09-12;4;318;October Count Day;14131;1332;15566;4493658;423576;4917234;1;0;1;0;0;3286602;102;1;9082;5152;14234;4526412;4949988;0
CT;2018-2019;930011;932911;New Haven School District;Truman School;0902790;090279000581;565; PK-08;3;565;October Count Day;13524;1791;15406;7641060;1011915;8652975;1;0;1;0;0;5748729;89;1;8462;5152;13614;7691910;8703825;0
CT;2018-2019;930011;934911;New Haven School District;West Rock Authors Academy;0902790;090279000647;174; PK-04;2;174;October Count Day;18686;5368;24144;3251364;934032;4185396;1;0;1;0;0;3290792;89;1;13624;5152;18776;3267024;4201056;0
CT;2018-2019;930011;933211;New Haven School District;Wexler/Grant Community School;0902790;090279000586;373; KG-08;3;373;October Count Day;14924;2053;17067;5566652;765769;6332421;1;0;1;0;0;4414699;89;1;9862;5152;15014;5600222;6365991;0
CT;2018-2019;930011;936111;New Haven School District;Wilbur Cross High School;0902790;090279000585;1594; 09-12;4;1594;October Count Day;14412;1342;15845;22972728;2139148;25111876;1;0;1;0;0;16917811;90;1;9351;5152;14503;23117782;25256930;0
CT;2018-2019;930011;933811;New Haven School District;Worthington Hooker School;0902790;090279000588;453; KG-08;3;453;October Count Day;13852;1175;15118;6274956;532275;6807231;1;0;1;0;0;4478496;89;1;8790;5152;13942;6315726;6848001;0
CT;2018-2019;950011;955111;New London School District;Bennie Dover Jackson Middle School;0902820;090282000596;277; 06-08;3;277;October Count Day;15145;1683;16882;4195165;466191;4661356;1;0;1;0;0;3647751;34;20;11813;3386;15199;4210123;4676314;0
CT;2018-2019;950011;950311;New London School District;C.B. Jennings International Elementary Magnet;0902820;090282000591;480; PK-05;2;480;October Count Day;13357;3091;16486;6411360;1483680;7895040;1;0;1;0;0;6130600;17;20;10008;3386;13394;6429120;7912800;0
CT;2018-2019;950011;950611;New London School District;Harbor Elementary School;0902820;090282001685;261; PK-05;2;261;October Count Day;16909;2087;19035;4413249;544707;4957956;1;0;1;0;0;3998823;20;20;13563;3386;16949;4423689;4968396;0
CT;2018-2019;950011;950911;New London School District;Nathan Hale Arts Magnet School;0902820;090282000594;546; KG-05;2;546;October Count Day;14713;1517;16293;8033298;828282;8861580;1;0;1;0;0;6868340;43;20;11390;3386;14776;8067696;8895978;0
CT;2018-2019;950011;956111;New London School District;New London High School;0902820;090282000595;659; 09-12;4;659;October Count Day;15554;811;16419;10250086;534449;10784535;1;0;1;0;0;8372602;34;20;12222;3386;15608;10285672;10820121;0
CT;2018-2019;950011;951411;New London School District;New London Visual and Performing Arts Magnet School;0902820;090282001919;204; 06-10;4;204;October Count Day;19605;1192;20860;3999420;243168;4242588;1;0;1;0;0;3497946;44;20;16283;3386;19669;4012476;4255644;0
CT;2018-2019;950011;951311;New London School District;Science and Technology Magnet School of Southeastern Connecticut;0902820;090282001913;564; 06-12;4;564;October Count Day;16186;760;17276;9128904;428640;9557544;1;0;1;0;0;7649131;311;20;13131;3386;16517;9315588;9744228;0
CT;2018-2019;950011;950811;New London School District;Winthrop STEM Elementary Magnet School;0902820;090282000597;516; KG-05;2;516;October Count Day;15467;1432;16936;7980972;738912;8719884;1;0;1;0;0;6822856;18;20;12119;3386;15505;8000580;8739492;0
CT;2018-2019;960011;960511;New Milford School District;Hill And Plain School;0902850;090285000599;375; PK-02;2;375;October Count Day;17122;321;17521;6420750;120375;6541125;1;0;1;0;0;5205154;0;78;13704;3496;17200;6450000;6570375;0
CT;2018-2019;960011;966111;New Milford School District;New Milford High School;0902850;090285000602;1327; 09-12;4;1328;October Count Day;15624;321;16023;20748672;426288;21174960;1;0;1;0;0;16444192;0;78;12206;3496;15702;20852256;21278544;0
CT;2018-2019;960011;960811;New Milford School District;Northville Elementary School;0902850;090285001168;459; PK-02;2;459;October Count Day;15977;321;16376;7333443;147339;7480782;1;0;1;0;0;5845804;0;78;12559;3496;16055;7369245;7516584;0
CT;2018-2019;960011;960911;New Milford School District;Sarah Noble Intermediate School;0902850;090285001372;816; 03-05;2;816;October Count Day;15223;321;15622;12421968;261936;12683904;1;0;1;0;0;9776838;0;78;11805;3496;15301;12485616;12747552;0
CT;2018-2019;960011;965211;New Milford School District;Schaghticoke Middle School;0902850;090285000603;990; 06-08;3;991;October Count Day;15743;321;16143;15601313;318111;15919424;1;0;1;0;0;12389541;0;78;12325;3496;15821;15678611;15996722;0
CT;2018-2019;940011;940611;Newington School District;Anna Reynolds School;0902880;090288000611;419; PK-04;2;419;October Count Day;16439;434;16880;6887941;181846;7069787;1;0;1;0;0;6097890;0;6;14119;2326;16445;6890455;7072301;0
CT;2018-2019;940011;940211;Newington School District;Elizabeth Green School;0902880;090288000604;285; PK-04;2;285;October Count Day;20351;434;20791;5800035;123690;5923725;1;0;1;0;0;5262497;0;6;18031;2326;20357;5801745;5925435;0
CT;2018-2019;940011;940811;Newington School District;John Paterson School;0902880;090288000606;378; PK-04;2;378;October Count Day;18726;234;18967;7078428;88452;7166880;1;0;1;0;0;6290196;0;6;16406;2326;18732;7080696;7169148;0
CT;2018-2019;940011;945311;Newington School District;John Wallace Middle School;0902880;090288001120;671; 05-08;3;671;October Count Day;16739;197;16942;11231869;132187;11364056;1;0;1;0;0;9807015;0;6;14419;2326;16745;11235895;11368082;0
CT;2018-2019;940011;945111;Newington School District;Martin Kellogg Middle School;0902880;090288000608;646; 05-08;3;646;October Count Day;16632;397;17035;10744272;256462;11000734;1;0;1;0;0;9501871;0;6;14312;2326;16638;10748148;11004610;0
CT;2018-2019;940011;946111;Newington School District;Newington High School;0902880;090288000610;1310; 09-12;4;1310;October Count Day;17677;225;17908;23156870;294750;23451620;1;0;1;0;0;20412140;0;6;15357;2326;17683;23164730;23459480;0
CT;2018-2019;940011;940711;Newington School District;Ruth Chaffee School;0902880;090288000612;322; PK-04;2;322;October Count Day;16918;381;17305;5447596;122682;5570278;1;0;1;0;0;4823341;0;6;14598;2326;16924;5449528;5572210;0
CT;2018-2019;970011;970111;Newtown School District;Hawley Elementary School;0902910;090291000613;310; KG-04;2;310;October Count Day;18190;9;18559;5638900;2790;5641690;1;0;1;0;0;5061680;335;25;16319;2231;18550;5750500;5753290;0
CT;2018-2019;970011;970411;Newtown School District;Head O'Meadow Elementary School;0902910;090291001121;283; KG-04;2;283;October Count Day;19767;359;20477;5594061;101597;5695658;1;0;1;0;0;5163768;326;25;17887;2231;20118;5693394;5794991;0
CT;2018-2019;970011;970311;Newtown School District;Middle Gate Elementary School;0902910;090291000614;361; KG-04;2;361;October Count Day;17782;588;18428;6419302;212268;6631570;1;0;1;0;0;5847310;33;25;15609;2231;17840;6440240;6652508;0
CT;2018-2019;970011;976111;Newtown School District;Newtown High School;0902910;090291000615;1574; 09-12;4;1575;October Count Day;16052;368;16569;25281900;579600;25861500;1;0;1;0;0;22582491;124;25;13970;2231;16201;25516575;26096175;0
CT;2018-2019;970011;975111;Newtown School District;Newtown Middle School;0902910;090291000616;681; 07-08;3;681;October Count Day;17766;121;18066;12098646;82401;12181047;1;0;1;0;0;10783649;154;25;15714;2231;17945;12220545;12302946;0
CT;2018-2019;970011;970511;Newtown School District;Reed Intermediate School;0902910;090291001487;624; 05-06;2;624;October Count Day;17425;301;17803;10873200;187824;11061024;1;0;1;0;0;9716982;52;25;15271;2231;17502;10921248;11109072;0
CT;2018-2019;970011;970211;Newtown School District;Sandy Hook Elementary School;0902910;090291000617;364; KG-04;2;364;October Count Day;18088;8;18196;6584032;2912;6586944;1;0;1;0;0;5811230;75;25;15957;2231;18188;6620432;6623344;0
CT;2018-2019;980011;980111;Norfolk School District;Botelle Elementary School;0902940;090294000618;95; PK-06;2;95;October Count Day;26547;602;27148;2521965;57190;2579155;1;0;1;0;0;2058809;0;0;21411;5136;26547;2521965;2579155;0
CT;2018-2019;990011;990411;North Branford School District;Jerome Harrison School;0902970;090297000620;368; PK-02;2;368;October Count Day;18225;458;18683;6706800;168544;6875344;1;0;1;0;0;4978318;0;0;13070;5155;18225;6706800;6875344;0
CT;2018-2019;990011;996111;North Branford School District;North Branford High School;0902970;090297000621;544; 09-12;4;544;October Count Day;19539;195;19733;10629216;106080;10735296;1;0;1;0;0;7930706;0;0;14384;5155;19539;10629216;10735296;0
CT;2018-2019;990011;995111;North Branford School District;North Branford Intermediate School;0902970;090297000622;415; 06-08;3;415;October Count Day;17724;1207;18930;7355460;500905;7856365;1;0;1;0;0;5716726;0;0;12569;5155;17724;7355460;7856365;0
CT;2018-2019;990011;990611;North Branford School District;Totoket Valley Elementary School;0902970;090297000623;400; 03-05;2;400;October Count Day;14853;358;15210;5941200;143200;6084400;1;0;1;0;0;4022238;0;0;9698;5155;14853;5941200;6084400;0
CT;2018-2019;1000011;1000111;North Canaan School District;North Canaan Elementary School;0903000;090300000626;255; PK-08;3;255;October Count Day;21704;747;22451;5534520;190485;5725005;1;0;1;0;0;5074503;0;0;19153;2551;21704;5534520;5725005;0
CT;2018-2019;1010011;1010811;North Haven School District;Clintonville Elementary School;0903030;090303000627;334; PK-05;2;334;October Count Day;14480;317;14802;4836320;105878;4942198;1;0;1;0;0;4154057;4;0;12181;2303;14484;4837656;4943534;0
CT;2018-2019;1010011;1010711;North Haven School District;Green Acres Elementary School;0903030;090303000628;380; PK-05;2;380;October Count Day;15097;317;15418;5736860;120460;5857320;1;0;1;0;0;4960439;4;0;12798;2303;15101;5738380;5858840;0
CT;2018-2019;1010011;1010211;North Haven School District;Montowese Elementary School;0903030;090303000630;266; PK-05;2;266;October Count Day;17006;317;17327;4523596;84322;4607918;1;0;1;0;0;3980085;4;0;14707;2303;17010;4524660;4608982;0
CT;2018-2019;1010011;1016111;North Haven School District;North Haven High School;0903030;090303000631;1034; 09-12;4;1034;October Count Day;18731;317;19052;19367854;327778;19695632;1;0;1;0;0;17254989;4;0;16432;2303;18735;19371990;19699768;0
CT;2018-2019;1010011;1015211;North Haven School District;North Haven Middle School;0903030;090303000632;731; 06-08;3;731;October Count Day;16851;317;17173;12318081;231727;12549808;1;0;1;0;0;10824683;4;0;14552;2303;16855;12321005;12552732;0
CT;2018-2019;1010011;1010311;North Haven School District;Ridge Road Elementary School;0903030;090303000633;388; PK-05;2;388;October Count Day;15458;317;15779;5997704;122996;6120700;1;0;1;0;0;5204794;4;0;13159;2303;15462;5999256;6122252;0
CT;2018-2019;1020011;1020111;North Stonington School District;North Stonington Elementary School;0903060;090306000634;369; PK-06;2;369;October Count Day;16645;305;16951;6142005;112545;6254550;1;0;1;0;0;4760957;0;0;12607;4038;16645;6142005;6254550;0
CT;2018-2019;1020011;1026111;North Stonington School District;Wheeler High School;0903060;090306000635;355; 07-12;4;355;October Count Day;19970;281;20252;7089350;99755;7189105;1;0;1;0;0;5751998;0;0;15932;4038;19970;7089350;7189105;0
CT;2018-2019;1030011;1036211;Norwalk School District;Brien McMahon High School;0903090;090309000638;1561; 09-12;4;1562;October Count Day;19257;279;19585;30079434;435798;30515232;1;0;1;0;0;24661802;25;24;15611;3695;19306;30155972;30591770;0
CT;2018-2019;1030011;1030211;Norwalk School District;Brookside Elementary School;0903090;090309000640;424; PK-05;2;424;October Count Day;17351;732;18112;7356824;310368;7667192;1;0;1;0;0;6069646;4;24;13684;3695;17379;7368696;7679064;0
CT;2018-2019;1030011;1030511;Norwalk School District;Center for Global Studies;0903090;090309001917;281; 09-12;4;281;October Count Day;12957;219;13246;3640917;61539;3702456;1;0;1;0;0;2655279;45;24;9331;3695;13026;3660306;3721845;0
CT;2018-2019;1030011;1030311;Norwalk School District;Columbus Magnet School;0903090;090309000642;351; KG-08;3;351;October Count Day;18162;433;18647;6374862;151983;6526845;1;0;1;0;0;5212355;27;24;14518;3695;18213;6392763;6544746;0
CT;2018-2019;1030011;1030411;Norwalk School District;Cranbury Elementary School;0903090;090309000643;430; KG-05;2;430;October Count Day;18724;293;19046;8051320;125990;8177310;1;0;1;0;0;6557008;4;24;15057;3695;18752;8063360;8189350;0
CT;2018-2019;1030011;1032011;Norwalk School District;Fox Run Elementary School;0903090;090309000645;418; PK-05;2;418;October Count Day;18122;224;18462;7574996;93632;7668628;1;0;1;0;0;6130277;92;24;14543;3695;18238;7623484;7717116;0
CT;2018-2019;1030011;1030711;Norwalk School District;Jefferson Elementary School;0903090;090309000648;515; PK-05;2;515;October Count Day;16652;566;17424;8575780;291490;8867270;1;0;1;0;0;7018031;182;24;13163;3695;16858;8681870;8973360;0
CT;2018-2019;1030011;1030811;Norwalk School District;Kendall Elementary School;0903090;090309000649;484; PK-05;2;484;October Count Day;16555;764;17541;8012620;369776;8382396;1;0;1;0;0;6652446;197;24;13081;3695;16776;8119584;8489360;0
CT;2018-2019;1030011;1032211;Norwalk School District;Marvin Elementary School;0903090;090309000651;418; KG-05;2;418;October Count Day;18947;527;19502;7919846;220286;8140132;1;0;1;0;0;6564978;4;24;15280;3695;18975;7931550;8151836;0
CT;2018-2019;1030011;1032111;Norwalk School District;Naramake Elementary School;0903090;090309000652;363; PK-05;2;363;October Count Day;18516;400;18945;6721308;145200;6866508;1;0;1;0;0;5498923;4;24;14849;3695;18544;6731472;6876672;0
CT;2018-2019;1030011;1035211;Norwalk School District;Nathan Hale Middle School;0903090;090309000653;648; 06-08;3;648;October Count Day;18675;363;19067;12101400;235224;12336624;1;0;1;0;0;9895442;4;24;15008;3695;18703;12119544;12354768;0
CT;2018-2019;1030011;1030111;Norwalk School District;Norwalk Early Childhood Center;0903090;090309001914;163; PK-PK;1;163;October Count Day;18943;691;19663;3087709;112633;3200342;1;0;1;0;0;2586225;4;24;15276;3695;18971;3092273;3204906;0
CT;2018-2019;1030011;1036111;Norwalk School District;Norwalk High School;0903090;090309000655;1722; 09-12;4;1722;October Count Day;17879;278;18186;30787638;478716;31266354;1;0;1;0;0;24778669;4;24;14212;3695;17907;30835854;31314570;0
CT;2018-2019;1030011;1035311;Norwalk School District;Ponus Ridge Middle School;0903090;090309000656;682; 06-08;3;682;October Count Day;17850;647;18564;12173700;441254;12614954;1;0;1;0;0;10071339;43;24;14222;3695;17917;12219394;12660648;0
CT;2018-2019;1030011;1035511;Norwalk School District;Roton Middle School;0903090;090309000657;549; 06-08;3;549;October Count Day;18404;287;18720;10103796;157563;10261359;1;0;1;0;0;8192746;4;24;14737;3695;18432;10119168;10276731;0
