state;year;distid;schoolid;distname;schoolname;ncesdistid;ncesid;ncesenroll;gradespan;level;enroll_raw_CT;enrollmetric;pp_stloc_raw_CT;pp_fed_raw_CT;pp_total_raw_CT;schoolstloc_raw_CT;schoolfed_raw_CT;schooltot_raw_CT;countenroll;noaudit;nositecen;adfinvars;distflex;site_tot_raw_CT;pp_site_private_raw_CT;pp_cent_private_raw_CT;ppsitestloc_operational_CT;ppcentstloc_operational_CT;pptotstloc_operational_CT;schoolstloc_operational_CT;schooltot_operational_CT;flag_NERDS
CT;2018-2019;2850013;2850113;Achievement First Bridgeport Academy District;Achievement First Bridgeport Academy;0900208;090020801493;1093; KG-12;4;1093;October Count Day;11580;511;12249;12656940;558523;13215463;1;0;1;0;0;11883014;158;0;10361;1377;11738;12829634;13388157;0
CT;2018-2019;2880013;2880113;Achievement First Hartford Academy District;Achievement First Hartford Academy;0900212;090021201528;1112; KG-12;4;1112;October Count Day;12979;762;13868;14432648;847344;15279992;1;0;1;0;0;13841389;126;0;11685;1420;13105;14572760;15420104;0
CT;2018-2019;2790013;2795113;Amistad Academy District;Amistad Academy;0900024;090002400981;1083; KG-12;4;1083;October Count Day;11528;567;12250;12484824;614061;13098885;1;0;1;0;0;11834129;119;35;10360;1322;11682;12651606;13265667;0
CT;2018-2019;10011;10111;Andover School District;Andover Elementary School;0900030;090003010001;191; PK-06;2;191;October Count Day;22725;639;23365;4340475;122049;4462524;1;0;1;0;0;4000343;0;0;20306;2419;22725;4340475;4462524;0
CT;2018-2019;20011;26111;Ansonia School District;Ansonia High School;0900060;090006010002;565; 09-12;4;565;October Count Day;18125;900;19054;10240625;508500;10749125;1;0;1;0;0;7716550;0;30;12902;5253;18155;10257575;10766075;0
CT;2018-2019;20011;25111;Ansonia School District;Ansonia Middle School;0900060;090006010008;335; 07-08;3;335;October Count Day;14243;877;15150;4771405;293795;5065200;1;0;1;0;0;3267213;0;30;9020;5253;14273;4781455;5075250;0
CT;2018-2019;20011;20311;Ansonia School District;Mead School;0900060;090006000005;634; PK-06;2;634;October Count Day;12439;876;13347;7886326;555384;8441710;1;0;1;0;0;5040799;2;30;7218;5253;12471;7906614;8461998;0
CT;2018-2019;20011;20811;Ansonia School District;Prendergast School;0900060;090006001020;644; KG-06;2;644;October Count Day;12662;876;13568;8154328;564144;8718472;1;0;1;0;0;5262484;0;30;7439;5253;12692;8173648;8737792;0
CT;2018-2019;2440014;2445114;Area Cooperative Educational Services;Thomas Edison Magnet Middle School;0900070;090007001358;709; 06-08;3;709;October Count Day;19922;545;20617;14124698;386405;14511103;1;0;1;0;0;10317728;0;150;14124;5948;20072;14231048;14617453;0
CT;2018-2019;2440014;2440314;Area Cooperative Educational Services;Wintergreen Interdistrict  Magnet School;0900070;090007000884;564; KG-08;3;564;October Count Day;21916;628;22694;12360624;354192;12714816;1;0;1;0;0;9379271;0;150;16118;5948;22066;12445224;12799416;0
CT;2018-2019;30011;30111;Ashford School District;Ashford School;0900090;090009000010;409; PK-08;3;409;October Count Day;18516;631;19169;7573044;258079;7831123;1;0;1;0;0;6791165;22;0;15973;2565;18538;7582042;7840121;0
CT;2018-2019;40011;46111;Avon School District;Avon High School;0900120;090012000011;951; 09-12;4;951;October Count Day;19459;191;19651;18505509;181641;18687150;1;0;1;0;0;16970659;1;0;17656;1804;19460;18506460;18688101;0
CT;2018-2019;40011;45111;Avon School District;Avon Middle School;0900120;090012000012;511; 07-08;3;511;October Count Day;17259;234;17493;8819349;119574;8938923;1;0;1;0;0;8016386;1;0;15456;1804;17260;8819860;8939434;0
CT;2018-2019;40011;40411;Avon School District;Pine Grove School;0900120;090012010010;626; KG-04;2;626;October Count Day;14936;279;15218;9349936;174654;9524590;1;0;1;0;0;8395983;3;0;13135;1804;14939;9351814;9526468;0
CT;2018-2019;40011;40311;Avon School District;Roaring Brook School;0900120;090012000013;483; KG-04;2;483;October Count Day;16686;237;16923;8059338;114471;8173809;1;0;1;0;0;7301903;1;0;14883;1804;16687;8059821;8174292;0
CT;2018-2019;40011;40511;Avon School District;Thompson Brook School;0900120;090012001367;509; 05-06;2;509;October Count Day;16711;231;16942;8505899;117579;8623478;1;0;1;0;0;7704692;1;0;14908;1804;16712;8506408;8623987;0
CT;2018-2019;50011;50111;Barkhamsted School District;Barkhamsted Elementary School;0900150;090015000015;204; PK-06;2;204;October Count Day;18467;679;19368;3767268;138516;3905784;1;0;1;0;0;2402789;129;94;11108;7582;18690;3812760;3951276;0
CT;2018-2019;70011;76111;Berlin School District;Berlin High School;0900210;090021000016;899; 09-12;4;899;October Count Day;17982;288;18297;16165818;258912;16424730;1;0;1;0;0;12015382;7;20;13099;4910;18009;16190091;16449003;0
CT;2018-2019;70011;75111;Berlin School District;Catherine M. McGee Middle School;0900210;090021000017;685; 06-08;3;685;October Count Day;15965;441;16430;10936025;302085;11238110;1;0;1;0;0;7875874;4;20;11079;4910;15989;10952465;11254550;0
CT;2018-2019;70011;70411;Berlin School District;Emma Hart Willard School;0900210;090021000018;476; PK-05;2;476;October Count Day;17401;204;17632;8282876;97104;8379980;1;0;1;0;0;6045205;6;20;12517;4910;17427;8295252;8392356;0
CT;2018-2019;70011;70511;Berlin School District;Mary E. Griswold School;0900210;090021000020;502; PK-05;2;502;October Count Day;15346;78;15445;7703692;39156;7742848;1;0;1;0;0;5277256;0;20;10456;4910;15366;7713732;7752888;0
CT;2018-2019;70011;70111;Berlin School District;Richard D. Hubbard School;0900210;090021000021;220; KG-05;2;220;October Count Day;19547;808;20389;4300340;177760;4478100;1;0;1;0;0;3400497;14;20;14671;4910;19581;4307820;4485580;0
CT;2018-2019;80011;80111;Bethany School District;Bethany Community School;0900240;090024000022;364; PK-06;2;364;October Count Day;18502;409;18932;6734728;148876;6883604;1;0;1;0;0;5012320;20;0;13361;5161;18522;6742008;6890884;0
CT;2018-2019;90011;90411;Bethel School District;Anna H. Rockwell School;0900270;090027000023;429; KG-03;2;429;October Count Day;14898;335;15234;6391242;143715;6534957;1;0;1;0;0;5389524;0;0;12240;2658;14898;6391242;6534957;0
CT;2018-2019;90011;96111;Bethel School District;Bethel High School;0900270;090027000024;904; 09-12;4;904;October Count Day;17236;335;17572;15581344;302840;15884184;1;0;1;0;0;13470418;0;0;14578;2658;17236;15581344;15884184;0
CT;2018-2019;90011;95111;Bethel School District;Bethel Middle School;0900270;090027000025;745; 06-08;3;745;October Count Day;14627;335;14963;10897115;249575;11146690;1;0;1;0;0;9157948;0;0;11969;2658;14627;10897115;11146690;0
CT;2018-2019;90011;90111;Bethel School District;Frank A. Berry School;0900270;090027000027;523; PK-03;2;523;October Count Day;15040;335;15376;7865920;175205;8041125;1;0;1;0;0;6644936;0;0;12382;2658;15040;7865920;8041125;0
CT;2018-2019;90011;90511;Bethel School District;Ralph M. T. Johnson School;0900270;090027001118;484; 04-05;2;484;October Count Day;13853;335;14189;6704852;162140;6866992;1;0;1;0;0;5574879;0;0;11195;2658;13853;6704852;6866992;0
CT;2018-2019;110011;116111;Bloomfield School District;Bloomfield High School;0900330;090033000029;547; 09-12;4;547;October Count Day;23087;704;23969;12628589;385088;13013677;1;0;1;0;0;9377459;74;104;16708;6557;23265;12725955;13111043;0
CT;2018-2019;110011;110711;Bloomfield School District;Carmen Arace Intermediate School;0900330;090033001375;246; 05-06;2;246;October Count Day;21299;268;21918;5239554;65928;5305482;1;0;1;0;0;3712678;246;104;15092;6557;21649;5325654;5391582;0
CT;2018-2019;110011;115211;Bloomfield School District;Carmen Arace Middle School;0900330;090033000034;223; 07-08;3;223;October Count Day;23580;268;24039;5258340;59764;5318104;1;0;1;0;0;3838671;87;104;17214;6557;23771;5300933;5360697;0
CT;2018-2019;110011;116311;Bloomfield School District;Global Experience Magnet School;0900330;090033001615;204; 06-12;4;204;October Count Day;22146;268;22519;4517784;54672;4572456;1;0;1;0;0;3201472;0;104;15693;6557;22250;4539000;4593672;0
CT;2018-2019;110011;110611;Bloomfield School District;Laurel School;0900330;090033000032;354; KG-02;2;354;October Count Day;20229;460;20879;7161066;162840;7323906;1;0;1;0;0;4975116;86;104;13862;6557;20419;7228326;7391166;0
CT;2018-2019;110011;116411;Bloomfield School District;Learning Academy at Bloomfield;0900330;090033001619;8; 11-12;4;8;October Count Day;35889;268;36262;287112;2144;289256;1;0;1;0;0;235491;0;104;29436;6557;35993;287944;290088;0
CT;2018-2019;110011;110511;Bloomfield School District;Metacomet School;0900330;090033000033;263; 03-04;2;263;October Count Day;20657;1227;22384;5432791;322701;5755492;1;0;1;0;0;4091963;396;104;14600;6557;21157;5564291;5886992;0
CT;2018-2019;110011;110811;Bloomfield School District;Wintonbury Early Childhood Magnet School;0900330;090033001565;319; PK-PK;1;319;October Count Day;21207;319;21630;6765033;101761;6866794;1;0;1;0;0;4722793;0;104;14754;6557;21311;6798209;6899970;0
CT;2018-2019;120011;120111;Bolton School District;Bolton Center School;0900360;090036000036;520; PK-08;3;520;October Count Day;15978;318;16340;8308560;165360;8473920;1;0;1;0;0;7107619;44;0;13351;2671;16022;8331440;8496800;0
CT;2018-2019;120011;126111;Bolton School District;Bolton High School;0900360;090036000037;260; 09-12;4;261;October Count Day;22891;270;23197;5974551;70470;6045021;1;0;1;0;0;5357236;36;0;20256;2671;22927;5983947;6054417;0
CT;2018-2019;2950013;2950113;Booker T. Washington Academy District;Booker T. Washington Academy;0900217;090021701750;360; KG-06;2;360;October Count Day;10601;531;12253;3816360;191160;4007520;1;0;1;0;0;4345859;1120;0;11540;181;11721;4219560;4410720;0
CT;2018-2019;130011;130111;Bozrah School District;Fields Memorial School;0900390;090039000038;201; PK-08;3;201;October Count Day;25884;579;26462;5202684;116379;5319063;1;0;1;0;0;4465869;0;0;21640;4244;25884;5202684;5319063;0
CT;2018-2019;140011;146111;Branford School District;Branford High School;0900420;090042000039;828; 09-12;4;828;October Count Day;21253;450;21773;17597484;372600;17970084;1;0;1;0;0;14829512;70;-1;17460;3862;21322;17654616;18027216;0
CT;2018-2019;140011;145111;Branford School District;Francis Walsh Intermediate School;0900420;090042000041;871; 05-08;3;871;October Count Day;18815;413;19265;16387865;359723;16747588;1;0;1;0;0;13414637;36;-1;14988;3862;18850;16418350;16778073;0
CT;2018-2019;140011;141611;Branford School District;John B. Sliney School;0900420;090042001119;303; PK-04;2;303;October Count Day;19202;437;19675;5818206;132411;5950617;1;0;1;0;0;4791056;36;-1;15375;3862;19237;5828811;5961222;0
CT;2018-2019;140011;141511;Branford School District;Mary R. Tisko School;0900420;090042000043;365; PK-04;2;365;October Count Day;17968;437;18441;6558320;159505;6717825;1;0;1;0;0;5320994;36;-1;14141;3862;18003;6571095;6730600;0
CT;2018-2019;140011;141411;Branford School District;Mary T. Murphy School;0900420;090042000042;398; PK-04;2;398;October Count Day;17899;437;18373;7123802;173926;7297728;1;0;1;0;0;5774984;36;-1;14072;3862;17934;7137732;7311658;0
CT;2018-2019;2900013;2900113;Brass City Charter School District;Brass City Charter School;0900215;090021501644;287; PK-07;3;287;October Count Day;12296;362;14204;3528952;103894;3632846;1;0;1;0;0;2425277;1291;255;8137;5705;13842;3972654;4076548;0
CT;2018-2019;150011;154411;Bridgeport School District;A.B. Skane Center;0900450;090045000085;226; PK-PK;1;226;October Count Day;19386;5057;24518;4381236;1142882;5524118;1;0;1;0;0;4878375;56;19;16739;2722;19461;4398186;5541068;0
CT;2018-2019;150011;150811;Bridgeport School District;Aerospace/Hydrospace, Engineering and Physical Sciences Magnet High School;0900450;090045001639;449; 09-12;4;449;October Count Day;11195;259;11553;5026555;116291;5142846;1;0;1;0;0;3870801;80;19;8572;2722;11294;5071006;5187297;0
CT;2018-2019;150011;150111;Bridgeport School District;Barnum School;0900450;090045000049;620; PK-08;3;620;October Count Day;12654;1368;14099;7845480;848160;8693640;1;0;1;0;0;6923044;57;19;10008;2722;12730;7892600;8740760;0
CT;2018-2019;150011;156111;Bridgeport School District;Bassick High School;0900450;090045000050;884; 09-12;4;884;October Count Day;14595;773;15453;12901980;683332;13585312;1;0;1;0;0;11068094;65;19;11957;2722;14679;12976236;13659568;0
CT;2018-2019;150011;150211;Bridgeport School District;Beardsley School;0900450;090045000051;331; PK-06;2;331;October Count Day;13700;890;14667;4534700;294590;4829290;1;0;1;0;0;3884065;57;19;11054;2722;13776;4559856;4854446;0
CT;2018-2019;150011;150611;Bridgeport School District;Biotechnology, Research & Zoological Studies Magnet High School;0900450;090045001636;467; 09-12;4;467;October Count Day;10847;259;11206;5065549;120953;5186502;1;0;1;0;0;3863640;80;19;8224;2722;10946;5111782;5232735;0
CT;2018-2019;150011;150311;Bridgeport School District;Black Rock School;0900450;090045000052;483; PK-08;3;483;October Count Day;11497;926;12504;5553051;447258;6000309;1;0;1;0;0;4623285;62;19;8856;2722;11578;5592174;6039432;0
CT;2018-2019;150011;154011;Bridgeport School District;Blackham School;0900450;090045000053;1067; PK-08;3;1067;October Count Day;10798;1175;12057;11521466;1253725;12775191;1;0;1;0;0;9736010;65;19;8160;2722;10882;11611094;12864819;0
CT;2018-2019;150011;151611;Bridgeport School District;Bridgeport Military Academy;0900450;090045001631;297; 09-12;4;297;October Count Day;12636;407;13127;3752892;120879;3873771;1;0;1;0;0;3027884;65;19;9998;2722;12720;3777840;3898719;0
CT;2018-2019;150011;150411;Bridgeport School District;Bryant School;0900450;090045000054;366; PK-06;2;366;October Count Day;12221;1759;14094;4472886;643794;5116680;1;0;1;0;0;4085017;94;19;9612;2722;12334;4514244;5158038;0
CT;2018-2019;150011;156211;Bridgeport School District;Central High School;0900450;090045000056;1515; 09-12;4;1515;October Count Day;12996;411;13491;19688940;622665;20311605;1;0;1;0;0;15995766;65;19;10358;2722;13080;19816200;20438865;0
CT;2018-2019;150011;151411;Bridgeport School District;Cesar Batalla School;0900450;090045000070;1072; PK-08;3;1072;October Count Day;12037;1352;13484;12903664;1449344;14353008;1;0;1;0;0;11310790;75;19;9409;2722;12131;13004432;14453776;0
CT;2018-2019;150011;152111;Bridgeport School District;Classical Studies Academy;0900450;090045000075;453; PK-08;3;453;October Count Day;10589;660;11326;4796817;298980;5095797;1;0;1;0;0;3802173;57;19;7943;2722;10665;4831245;5130225;0
CT;2018-2019;150011;150511;Bridgeport School District;Columbus School;0900450;090045000058;565; PK-08;3;565;October Count Day;12750;711;13538;7203750;401715;7605465;1;0;1;0;0;5992053;57;19;10104;2722;12826;7246690;7648405;0
CT;2018-2019;150011;150711;Bridgeport School District;Edison School;0900450;090045000060;184; KG-06;2;184;October Count Day;15970;608;16654;2938480;111872;3050352;1;0;1;0;0;2524838;57;19;13324;2722;16046;2952464;3064336;0
CT;2018-2019;150011;153111;Bridgeport School District;Geraldine Claytor Magnet Academy;0900450;090045001918;466; PK-08;3;466;October Count Day;10395;649;11122;4844070;302434;5146504;1;0;1;0;0;3816284;58;19;7750;2722;10472;4879952;5182386;0
CT;2018-2019;150011;153211;Bridgeport School District;Geraldine Johnson School;0900450;090045000087;799; PK-08;3;799;October Count Day;11930;1222;13229;9532070;976378;10508448;1;0;1;0;0;8226643;57;19;9284;2722;12006;9592794;10569172;0
CT;2018-2019;150011;151111;Bridgeport School District;Hall School;0900450;090045000065;200; KG-06;2;200;October Count Day;16073;342;16516;3214600;68400;3283000;1;0;1;0;0;2716772;82;19;13452;2722;16174;3234800;3303200;0
CT;2018-2019;150011;151211;Bridgeport School District;Hallen School;0900450;090045000066;289; PK-06;2;289;October Count Day;13945;939;14963;4030105;271371;4301476;1;0;1;0;0;3476788;59;19;11301;2722;14023;4052647;4324018;0
CT;2018-2019;150011;154511;Bridgeport School District;High Horizons Magnet School;0900450;090045001163;454; PK-08;3;454;October Count Day;10506;777;11359;4769724;352758;5122482;1;0;1;0;0;3825606;57;19;7860;2722;10582;4804228;5156986;0
CT;2018-2019;150011;151511;Bridgeport School District;Information Technology & Software Engineering Magnet High School;0900450;090045001633;475; 09-12;4;475;October Count Day;10192;346;10637;4841200;164350;5005550;1;0;1;0;0;3659793;80;19;7569;2722;10291;4888225;5052575;0
CT;2018-2019;150011;153711;Bridgeport School District;Interdistrict Discovery Magnet School;0900450;090045001590;488; PK-08;3;488;October Count Day;12525;889;13491;6112200;433832;6546032;1;0;1;0;0;5152449;57;19;9879;2722;12601;6149288;6583120;0
CT;2018-2019;150011;154211;Bridgeport School District;James J. Curiale School;0900450;090045001162;562; KG-08;3;562;October Count Day;11984;666;12727;6735008;374292;7109300;1;0;1;0;0;5504651;57;19;9338;2722;12060;6777720;7152012;0
CT;2018-2019;150011;152211;Bridgeport School District;Jettie S. Tisdale School;0900450;090045000076;647; PK-08;3;647;October Count Day;14116;2074;16267;9133052;1341878;10474930;1;0;1;0;0;8627338;57;19;11470;2722;14192;9182224;10524102;0
CT;2018-2019;150011;153611;Bridgeport School District;John Winthrop School;0900450;090045000090;664; PK-08;3;664;October Count Day;11795;829;12700;7831880;550456;8382336;1;0;1;0;0;6485686;57;19;9149;2722;11871;7882344;8432800;0
CT;2018-2019;150011;151011;Bridgeport School District;Luis Munoz Marin School;0900450;090045000001;818; PK-08;3;818;October Count Day;11329;1281;12686;9267122;1047858;10314980;1;0;1;0;0;7978566;57;19;8683;2722;11405;9329290;10377148;0
CT;2018-2019;150011;152011;Bridgeport School District;Madison School;0900450;090045000074;453; KG-06;2;453;October Count Day;13622;1517;15217;6170766;687201;6857967;1;0;1;0;0;5564881;59;19;10978;2722;13700;6206100;6893301;0
CT;2018-2019;150011;154611;Bridgeport School District;Multicultural Magnet School;0900450;090045001127;465; KG-08;3;465;October Count Day;10786;1058;11924;5015490;491970;5507460;1;0;1;0;0;4181232;61;19;8144;2722;10866;5052690;5544660;0
CT;2018-2019;150011;151711;Bridgeport School District;Park City Magnet School;0900450;090045000071;523; PK-08;3;523;October Count Day;11581;794;12451;6056863;415262;6472125;1;0;1;0;0;4978071;57;19;8935;2722;11657;6096611;6511873;0
CT;2018-2019;150011;154111;Bridgeport School District;Paul Laurence Dunbar School;0900450;090045001161;390; PK-08;3;390;October Count Day;11761;1434;13271;4586790;559260;5146050;1;0;1;0;0;4032104;57;19;9115;2722;11837;4616430;5175690;0
CT;2018-2019;150011;152511;Bridgeport School District;Read School;0900450;090045000080;797; PK-08;3;797;October Count Day;12178;915;13169;9705866;729255;10435121;1;0;1;0;0;8158607;57;19;9532;2722;12254;9766438;10495693;0
CT;2018-2019;150011;152611;Bridgeport School District;Roosevelt School;0900450;090045000081;584; PK-08;3;584;October Count Day;11873;1182;13135;6933832;690288;7624120;1;0;1;0;0;5958347;61;19;9231;2722;11953;6980552;7670840;0
CT;2018-2019;150011;151311;Bridgeport School District;Thomas Hooker School;0900450;090045000069;360; KG-08;3;360;October Count Day;13103;1604;14783;4717080;577440;5294520;1;0;1;0;0;4266359;57;19;10457;2722;13179;4744440;5321880;0
CT;2018-2019;150011;153011;Bridgeport School District;Waltersville School;0900450;090045000086;490; PK-08;3;490;October Count Day;13276;793;14145;6505240;388570;6893810;1;0;1;0;0;5494269;57;19;10630;2722;13352;6542480;6931050;0
CT;2018-2019;150011;156311;Bridgeport School District;Warren Harding High School;0900450;090045000067;1082; 09-12;4;1082;October Count Day;13079;891;14054;14151478;964062;15115540;1;0;1;0;0;12033716;65;19;10441;2722;13163;14242366;15206428;0
CT;2018-2019;150011;153911;Bridgeport School District;Wilbur Cross School;0900450;090045000059;311; KG-08;3;311;October Count Day;13976;2896;16948;4346536;900656;5247192;1;0;1;0;0;4358701;57;19;11330;2722;14052;4370172;5270828;0
CT;2018-2019;170011;176111;Bristol School District;Bristol Central High School;0900510;090051000092;1153; 09-12;4;1153;October Count Day;15843;440;16283;18266979;507320;18774299;1;0;1;0;0;15530940;0;0;13162;2681;15843;18266979;18774299;0
CT;2018-2019;170011;170411;Bristol School District;Bristol Early Childhood Center-BECC;0900510;090051001774;107; PK-PK;1;107;October Count Day;12935;132;13067;1384045;14124;1398169;1;0;1;0;0;1097194;0;0;10254;2681;12935;1384045;1398169;0
CT;2018-2019;170011;176211;Bristol School District;Bristol Eastern High School;0900510;090051000093;1065; 09-12;4;1065;October Count Day;16426;440;16866;17493690;468600;17962290;1;0;1;0;0;14966642;0;0;13745;2681;16426;17493690;17962290;0
CT;2018-2019;170011;175111;Bristol School District;Chippens Hill Middle School;0900510;090051000089;739; 06-08;3;739;October Count Day;16259;759;17019;12015401;560901;12576302;1;0;1;0;0;10497726;0;0;13578;2681;16259;12015401;12576302;0
CT;2018-2019;170011;170311;Bristol School District;Edgewood School;0900510;090051000096;275; KG-05;2;276;October Count Day;12577;383;12960;3471252;105708;3576960;1;0;1;0;0;2800512;0;0;9896;2681;12577;3471252;3576960;0
CT;2018-2019;170011;171411;Bristol School District;Ellen P. Hubbell School;0900510;090051000097;401; PK-05;2;401;October Count Day;13059;1077;14136;5236659;431877;5668536;1;0;1;0;0;4540298;0;0;10378;2681;13059;5236659;5668536;0
CT;2018-2019;170011;170511;Bristol School District;Greene-Hills School;0900510;090051000098;918; PK-08;3;918;October Count Day;13097;686;13783;12023046;629748;12652794;1;0;1;0;0;10069962;0;0;10416;2681;13097;12023046;12652794;0
CT;2018-2019;170011;171911;Bristol School District;Ivy Drive School;0900510;090051000099;376; PK-05;2;376;October Count Day;13547;383;13931;5093672;144008;5237680;1;0;1;0;0;4180149;0;0;10866;2681;13547;5093672;5237680;0
CT;2018-2019;170011;171711;Bristol School District;Mountain View School;0900510;090051000103;350; PK-05;2;350;October Count Day;12842;383;13225;4494700;134050;4628750;1;0;1;0;0;3644207;0;0;10161;2681;12842;4494700;4628750;0
CT;2018-2019;170011;175211;Bristol School District;Northeast Middle School;0900510;090051000104;490; 06-08;3;490;October Count Day;15550;383;15933;7619500;187670;7807170;1;0;1;0;0;6428764;0;0;12869;2681;15550;7619500;7807170;0
CT;2018-2019;170011;171111;Bristol School District;South Side School;0900510;090051000105;489; PK-05;2;489;October Count Day;11968;952;12920;5852352;465528;6317880;1;0;1;0;0;4942001;0;0;9287;2681;11968;5852352;6317880;0
CT;2018-2019;170011;171211;Bristol School District;Stafford School;0900510;090051000106;363; KG-05;2;363;October Count Day;15023;1149;16172;5453349;417087;5870436;1;0;1;0;0;4849248;0;0;12342;2681;15023;5453349;5870436;0
CT;2018-2019;170011;172011;Bristol School District;West Bristol School;0900510;090051001624;910; KG-08;3;910;October Count Day;12876;689;13565;11717160;626990;12344150;1;0;1;0;0;9784199;0;0;10195;2681;12876;11717160;12344150;0
CT;2018-2019;180011;186111;Brookfield School District;Brookfield High School;0900540;090054000109;880; 09-12;4;880;October Count Day;16690;133;16866;14687200;117040;14804240;1;0;1;0;0;10937118;10;32;12318;4414;16732;14724160;14841200;0
CT;2018-2019;180011;180311;Brookfield School District;Center Elementary School;0900540;090054000110;354; PK-01;1;354;October Count Day;15774;706;16644;5583996;249924;5833920;1;0;1;0;0;4321375;133;32;11525;4414;15939;5642406;5892330;0
CT;2018-2019;180011;180411;Brookfield School District;Huckleberry Hill Elementary School;0900540;090054001186;531; 02-04;2;531;October Count Day;15607;615;16265;8287317;326565;8613882;1;0;1;0;0;6280734;10;32;11235;4414;15649;8309619;8636184;0
CT;2018-2019;180011;185311;Brookfield School District;Whisconier Middle School;0900540;090054000112;854; 05-08;3;854;October Count Day;15153;23;15218;12940662;19642;12960304;1;0;1;0;0;9206959;10;32;10781;4414;15195;12976530;12996172;0
CT;2018-2019;190011;190111;Brooklyn School District;Brooklyn Elementary School;0900570;090057000113;548; PK-04;2;548;October Count Day;12491;739;13243;6845068;404972;7250040;1;0;1;0;0;5590230;12;0;9567;2936;12503;6851644;7256616;0
CT;2018-2019;190011;195111;Brooklyn School District;Brooklyn Middle School;0900570;090057000114;362; 05-08;3;362;October Count Day;14852;492;15344;5376424;178104;5554528;1;0;1;0;0;4453555;0;0;11916;2936;14852;5376424;5554528;0
CT;2018-2019;210011;210111;Canaan School District;Lee H. Kellogg School;0900630;090063000115;63; KG-08;3;63;October Count Day;35926;713;36659;2263338;44919;2308257;1;0;1;0;0;2113990;19;0;32842;3103;35945;2264535;2309454;0
CT;2018-2019;220011;220211;Canterbury School District;Canterbury Elementary School;0900660;090066001188;286; PK-04;2;286;October Count Day;16782;627;17483;4799652;179322;4978974;1;0;1;0;0;3937218;75;0;13140;3717;16857;4821102;5000424;0
CT;2018-2019;220011;225111;Canterbury School District;Dr. Helen Baldwin Middle School;0900660;090066001187;179; 05-08;3;179;October Count Day;20393;963;21431;3650347;172377;3822724;1;0;1;0;0;3170907;75;0;16751;3717;20468;3663772;3836149;0
CT;2018-2019;230011;236111;Canton School District;Canton High School;0900690;090069000118;483; 09-12;4;483;October Count Day;18622;234;18855;8994426;113022;9107448;1;0;1;0;0;7224160;0;0;14747;3875;18622;8994426;9107448;0
CT;2018-2019;230011;230311;Canton School District;Canton Intermediate School;0900690;090069000119;352; 04-06;2;352;October Count Day;16686;234;16920;5873472;82368;5955840;1;0;1;0;0;4583418;0;0;12811;3875;16686;5873472;5955840;0
CT;2018-2019;230011;235111;Canton School District;Canton Middle School;0900690;090069001376;255; 07-08;3;255;October Count Day;16754;234;16988;4272270;59670;4331940;1;0;1;0;0;3337771;0;0;12879;3875;16754;4272270;4331940;0
CT;2018-2019;230011;230211;Canton School District;Cherry Brook Primary School;0900690;090069000120;457; PK-03;2;457;October Count Day;16056;256;16311;7337592;116992;7454584;1;0;1;0;0;5672584;0;0;12181;3875;16056;7337592;7454584;0
CT;2018-2019;2970013;2970113;Capital Preparatory Harbor School District;Capital Preparatory Harbor School;0900221;090022101803;634; KG-12;4;634;October Count Day;9542;271;10045;6049628;171814;6221442;1;0;1;0;0;4717622;0;233;7170;2605;9775;6197350;6369164;0
CT;2018-2019;2410014;2415114;Capitol Region Education Council;Academy of Aerospace and Engineering;0900700;090070001513;786; 06-12;4;786;October Count Day;18690;670;19360;14690340;526620;15216960;1;0;1;0;0;11643441;0;0;14520;4170;18690;14690340;15216960;0
CT;2018-2019;2410014;2410714;Capitol Region Education Council;Academy of Aerospace and Engineering Elementary;0900700;090070001629;501; PK-05;2;501;October Count Day;17953;550;18503;8994453;275550;9270003;1;0;1;0;0;6992179;0;0;13783;4170;17953;8994453;9270003;0
CT;2018-2019;2410014;2416514;Capitol Region Education Council;Academy of Science and Innovation;0900700;090070001592;801; 06-12;4;801;October Count Day;18537;617;19155;14848137;494217;15342354;1;0;1;0;0;11701114;0;0;14367;4170;18537;14848137;15342354;0
CT;2018-2019;2410014;2410614;Capitol Region Education Council;Ana Grace Academy of the Arts Elementary School;0900700;090070001623;478; PK-05;2;478;October Count Day;19258;546;19804;9205324;260988;9466312;1;0;1;0;0;7293138;0;0;15088;4170;19258;9205324;9466312;0
CT;2018-2019;2410014;2415214;Capitol Region Education Council;Civic Leadership High School;0900700;090070001532;344; 09-12;4;344;October Count Day;25410;618;26029;8741040;212592;8953632;1;0;1;0;0;7389892;0;0;21240;4170;25410;8741040;8953632;0
CT;2018-2019;2410014;2418114;Capitol Region Education Council;Discovery Academy;0900700;090070001597;519; PK-05;2;519;October Count Day;16515;552;17067;8571285;286488;8857773;1;0;1;0;0;6498372;0;0;12345;4170;16515;8571285;8857773;0
CT;2018-2019;2410014;2410114;Capitol Region Education Council;Glastonbury/East Hartford Magnet School;0900700;090070000072;456; PK-05;2;456;October Count Day;17948;553;18501;8184288;252168;8436456;1;0;1;0;0;6363317;0;0;13778;4170;17948;8184288;8436456;0
CT;2018-2019;2410014;2415314;Capitol Region Education Council;Greater Hartford Academy of the Arts Magnet Middle;0900700;090070001625;335; 06-08;3;335;October Count Day;22565;697;23263;7559275;233495;7792770;1;0;1;0;0;6270104;0;0;18395;4170;22565;7559275;7792770;0
